dates,190 cv,150 cv,170 cv,218 cv,272 cv,252 cv,122 cv
2020-03-01,29319.382716049382,25038.77049180328,28440.0,35421.5625,38923.87096774193,39732.5,23006.666666666668
2020-04-01,26633.846153846152,25985.2,19850.0,33480.0,47240.0,34970.0,15325.0
2020-05-01,30418.666666666668,23384.07894736842,23800.0,38292.22222222222,37042.5,,16878.0
