dates,140 cv,105 cv,110 cv,150 cv,184 cv,190 cv,122 cv,85 cv,220 cv,300 cv
2020-05-01,14860.0,17025.0,18843.333333333332,16475.0,21864.0,23185.0,12980.0,18550.0,19590.0,28900.0
2020-06-01,16590.0,17845.0,15677.5,15201.666666666666,20400.0,,,,,
2020-07-01,,,16234.615384615385,,19401.666666666668,,,,,
