dates,69 cv,82 cv
2020-03-01,10370.0,10787.105263157895
2020-04-01,11057.771428571428,10080.666666666666
2020-05-01,11364.262295081968,10253.461538461539
2020-06-01,11423.617021276596,
2020-07-01,11601.0,
