dates,98 cv,64 cv,75 cv,58 cv,107 cv,80 cv,60 cv,90 cv
2020-03-01,4205.0,2973.3333333333335,3630.0,3050.0,3840.0,4260.0,1600.0,2200.0
2020-04-01,3440.0,,4110.0,3250.0,,,,
2020-07-01,,,2963.3333333333335,,,,,
