dates,75 cv,64 cv,68 cv,95 cv,109 cv,94 cv
2020-05-01,1450.0,2183.3333333333335,2990.0,2790.0,1990.0,2000.0
2020-06-01,1770.0,2078.0,2190.0,1897.5,,
2020-07-01,,,2196.6666666666665,1963.8461538461538,,
