dates,112 cv,150 cv,109 cv,140 cv,155 cv,120 cv,163 cv,143 cv,115 cv,92 cv,136 cv
2020-03-01,7451.666666666667,6617.5,5245.0,5490.0,7545.0,6000.0,7595.0,5490.0,9890.0,11900.0,5976.0
2020-05-01,7171.538461538462,8038.0,6026.888888888889,5926.666666666667,7694.0,5900.0,,5756.666666666667,10900.0,,
2020-06-01,8223.333333333334,8275.0,6011.507692307692,8626.357142857143,,,,,,,
2020-07-01,,,5696.25,6596.666666666667,,,,,,,
