dates,143 cv,170 cv,286 cv,245 cv,177 cv,184 cv
2020-04-01,6813.333333333333,10775.0,12600.0,6660.0,5220.0,8370.0
2020-05-01,8890.0,,,,,
2020-06-01,6400.0,,,,,
