dates,59 cv,69 cv,100 cv,74 cv,75 cv,90 cv,150 cv,80 cv,68 cv,70 cv
2020-02-01,4790.0,2500.0,4999.0,3485.0,3416.6666666666665,1890.0,6200.0,2895.0,2990.0,3245.0
2020-05-01,5100.0,,2890.0,,,,,2750.0,3990.0,
2020-06-01,4163.684210526316,,,,,,,,2130.0,
2020-07-01,2990.0,,,,,,,,,
