dates,60 cv,90 cv,75 cv,110 cv,138 cv,136 cv,70 cv
2020-05-01,1428.8857142857144,1772.0526315789473,1408.8125,1100.0,3000.0,1500.0,825.1666666666666
2020-06-01,1435.625,1409.8,2137.5,,,,1494.5
