dates,146 cv,220 cv,118 cv,227 cv
2019-06-01,18990.0,18900.0,25000.0,29990.0
2019-10-01,20990.0,20990.0,21990.0,
2020-02-01,18990.0,21395.0,21899.5,
2020-03-01,19745.0,,24326.666666666668,
2020-05-01,16900.0,,22715.0,
2020-06-01,19128.333333333332,,21529.333333333332,
2020-07-01,18612.727272727272,,,
