dates,82 cv,115 cv,92 cv,68 cv,120 cv
2020-04-01,15386.147540983606,17974.166666666668,18520.68181818182,16250.0,11530.0
2020-05-01,15729.555555555555,16953.636363636364,17377.14285714286,8950.0,
2020-06-01,15197.263157894737,17818.29268292683,15887.027027027027,12990.0,
2020-07-01,10195.0,,10315.0,8490.0,
