dates,80 cv,70 cv,60 cv,95 cv,68 cv,100 cv,97 cv,75 cv,74 cv
2020-05-01,3545.0,3477.8,1000.0,1400.0,2499.0,2300.0,3000.0,990.0,2800.0
2020-06-01,2655.0,2162.9,2137.777777777778,,3170.0,,,2226.6666666666665,
2020-07-01,,,3445.0,,,,,,
