dates,192 cv,155 cv,165 cv,110 cv,120 cv,105 cv,144 cv,190 cv,140 cv,175 cv,115 cv,150 cv,136 cv
2019-02-01,5000.0,1200.0,3700.0,2375.0,1566.6666666666667,3300.0,1000.0,5450.0,4200.0,3000.0,1020.0,99.0,1390.0
2019-09-01,4990.0,500.0,1730.0,1625.0,560.0,3990.0,450.0,,1800.0,1950.0,1575.0,500.0,500.0
2020-03-01,,,,1345.0,1250.2,15490.0,,,2166.6666666666665,300.0,1604.2857142857142,1303.3333333333333,
2020-04-01,,,,,,3500.0,,,,,,,
2020-05-01,,,,,,500.5,,,,,,,
2020-06-01,,,,,,1645.0,,,,,,,
2020-07-01,,,,,,1230.0,,,,,,,
