dates,105 cv,90 cv,75 cv,125 cv,110 cv,100 cv,95 cv
2018-05-01,3426.6666666666665,3990.0,3400.0,1000.0,3500.0,3050.0,5990.0
2019-11-01,3322.5,2990.0,5250.0,3000.0,,2559.9,4900.0
2020-05-01,,,3064.4444444444443,,,,
2020-06-01,,,1917.7692307692307,,,,
