dates,110 cv,90 cv,70 cv,120 cv,75 cv,88 cv,150 cv,95 cv,175 cv,68 cv
2019-11-01,5478.0,5047.0,5195.0,5262.714285714285,4518.571428571428,4990.0,5400.0,5245.0,8900.0,6000.0
2020-02-01,5045.0,4999.75,6500.0,5236.666666666667,4656.666666666667,5500.0,4145.0,3490.0,4800.0,
2020-05-01,,,4346.875,4772.5,,5000.0,3000.0,,,
2020-06-01,,,5895.0,,,,,,,
2020-07-01,,,5990.0,,,,,,,
