dates,115 cv,250 cv,150 cv,105 cv,110 cv,120 cv,100 cv
2020-05-01,1333.3333333333333,18000.0,16500.0,1000.0,1600.0,1150.0,2200.0
2020-06-01,450.0,,,1050.0,,,600.0
2020-07-01,,,,,,,500.0
