dates,143 cv,184 cv,190 cv,258 cv,245 cv,306 cv,313 cv,150 cv
2020-04-01,21175.714285714286,20905.555555555555,23883.333333333332,28176.666666666668,27010.0,25533.333333333332,40410.0,24550.0
2020-05-01,19899.23076923077,19678.695652173912,,28815.0,24060.0,,29360.0,
2020-06-01,,24043.75,,30980.0,,,,
2020-07-01,,21702.0,,27580.0,,,,
