dates,75 cv,68 cv,103 cv,86 cv,80 cv,90 cv
2020-05-01,3999.0,5440.0,4746.666666666667,7900.0,3990.0,3999.0
2020-06-01,4515.866666666667,4725.833333333333,,,,
2020-07-01,4252.888888888889,4749.833333333333,,,,
