dates,340 cv,184 cv,204 cv,156 cv,306 cv,245 cv
2020-04-01,66076.0,28630.0,29510.0,30120.0,39025.0,38135.0
2020-05-01,,,27000.0,,,
2020-06-01,,,30760.0,,,
