dates,144 cv,165 cv,150 cv,202 cv,220 cv
2020-05-01,3500.0,7200.0,4500.0,5795.0,12750.0
2020-06-01,,5900.0,4497.5,4450.0,
2020-07-01,,8900.0,,,
