dates,81 cv,150 cv,115 cv,90 cv,110 cv,95 cv,114 cv,92 cv,113 cv
2019-12-01,7500.0,10200.0,8042.25,6200.0,4995.0,5500.0,5500.0,7495.0,7200.0
2020-03-01,4490.0,,9000.0,,,,,,
2020-05-01,8000.0,,,,,,,,
2020-06-01,8489.0,,,,,,,,
