dates,306 cv,249 cv,240 cv,180 cv,340 cv
2019-01-01,84088.0,56990.0,49990.0,34999.0,48490.0
2019-09-01,82991.42857142857,63596.666666666664,66900.0,72990.0,59990.0
2019-10-01,85000.0,,57970.0,60266.333333333336,
2019-11-01,85250.0,,62010.0,42217.5,
2019-12-01,,,58865.71428571428,44396.666666666664,
2020-01-01,,,,58085.71428571428,
2020-02-01,,,,42627.77777777778,
2020-03-01,,,,40465.71428571428,
2020-05-01,,,,45429.71428571428,
2020-06-01,,,,39938.8,
2020-07-01,,,,36690.933333333334,
