dates,385 cv,530 cv,500 cv,408 cv,325 cv,345 cv
2020-05-01,84650.0,150970.0,112546.66666666667,249332.33333333334,78900.0,64495.0
2020-06-01,80291.0,115000.0,,87200.0,,89950.0
2020-07-01,75872.5,,,,,
