dates,120 cv,172 cv,276 cv,147 cv,129 cv,180 cv,140 cv
2020-05-01,4745.0,7500.0,11000.0,7399.0,6926.666666666667,7990.0,4990.0
2020-06-01,5075.0,,,,7522.25,,6990.0
2020-07-01,5558.0,,,,8950.0,,5996.666666666667
