dates,116 cv,184 cv,150 cv,313 cv,258 cv,190 cv,326 cv,136 cv,252 cv,249 cv
2020-04-01,25988.333333333332,43174.0,38757.89473684211,68616.42857142857,62559.09090909091,47012.2891566265,71221.42857142857,35739.230769230766,39664.545454545456,27115.0
2020-05-01,25677.5,42460.0,35417.5,64512.5,61000.0,53815.454545454544,68910.0,30450.0,43640.0,
2020-06-01,53388.0,,44510.0,,49296.666666666664,47678.333333333336,60915.0,35720.0,40425.0,
