dates,140 cv,160 cv,105 cv,170 cv,250 cv,200 cv,102 cv,125 cv,90 cv
2020-03-01,10075.833333333334,11980.0,9330.344827586207,11365.0,13750.0,14620.0,7626.666666666667,6385.0,6466.666666666667
2020-04-01,9351.666666666666,,10215.0,9536.25,,,,,
2020-05-01,10203.461538461539,,9358.181818181818,16230.0,,,,,
2020-06-01,10420.0,,11225.0,,,,,,
2020-07-01,,,6145.0,,,,,,
