dates,149 cv
2019-09-01,21980.0
2019-10-01,22990.0
2019-11-01,21980.0
2020-01-01,25990.0
2020-02-01,23997.14285714286
2020-05-01,17786.0
2020-06-01,21081.333333333332
2020-07-01,19346.55172413793
