dates,340 cv,360 cv,272 cv,160 cv,211 cv
2019-03-01,34727.5,40300.0,30100.0,22490.0,19900.0
2019-09-01,34860.0,,,18990.0,19245.0
2019-10-01,34726.666666666664,,,18990.0,21495.0
2020-04-01,,,,22990.0,
2020-06-01,,,,19060.0,
2020-07-01,,,,17047.5,
