dates,126 cv,160 cv,163 cv
2019-12-01,5000.0,16990.0,8500.0
2020-03-01,11845.0,13490.0,
2020-05-01,10360.0,12233.75,
2020-06-01,11413.0,,
2020-07-01,10232.424242424242,,
