dates,125 cv,90 cv,110 cv,109 cv,136 cv,85 cv,115 cv,163 cv,100 cv
2019-09-01,2600.0,4590.0,4600.0,5200.0,3990.0,5500.0,4890.0,6500.0,5200.0
2019-11-01,5530.0,3490.0,3890.0,,5490.0,4740.0,,,
2020-01-01,,5890.0,6880.0,,2500.0,,,,
2020-03-01,,4740.0,3572.5,,4776.0,,,,
2020-05-01,,2100.0,3396.8125,,4990.0,,,,
2020-06-01,,3085.823529411765,4260.0,,,,,,
