dates,130 cv,165 cv,99 cv,110 cv,155 cv,100 cv
2020-04-01,36470.0,40562.5,31420.0,18780.0,40258.0,32505.0
2020-05-01,35606.666666666664,,32460.0,,,33625.0
2020-06-01,32010.0,,,,,31030.0
2020-07-01,34720.0,,,,,
