dates,177 cv,211 cv,245 cv,120 cv,170 cv,180 cv,143 cv,225 cv,136 cv,150 cv,204 cv,272 cv
2020-03-01,21371.304347826088,24500.0,25682.916666666668,14762.0,15965.0,13780.0,14834.285714285714,28730.0,13440.0,16610.0,20160.0,41990.0
2020-04-01,20960.0,25290.0,23280.0,,15999.0,19490.0,15935.0,,12940.0,19530.0,,
2020-05-01,22474.0,18920.0,21180.0,,15290.0,,15705.0,,12990.0,22900.0,,
2020-07-01,27000.0,,,,,,17830.0,,,21735.0,,
