dates,90 cv,95 cv,175 cv,120 cv,150 cv,110 cv,140 cv,136 cv
2019-05-01,5790.0,7145.0,7990.0,5745.0,5990.0,5880.0,5500.0,4900.0
2020-05-01,5586.357142857143,5990.0,6900.0,5176.0,,6634.0,,7096.666666666667
2020-06-01,7795.0,,,5995.0,,5800.0,,
