dates,218 cv,170 cv,233 cv,156 cv,150 cv,231 cv,143 cv,122 cv,129 cv
2020-04-01,13514.0,22120.0,16800.0,12280.0,8930.0,21990.0,10880.0,10240.0,6990.0
2020-05-01,,,20330.0,,,,9520.0,,
