dates,130 cv,115 cv,110 cv
2020-03-01,14608.0,13906.666666666666,15706.0
2020-04-01,13890.0,12685.0,15440.0
2020-05-01,14815.0,12490.0,
2020-06-01,15788.57142857143,14670.0,
2020-07-01,,14805.0,
