dates,120 cv,100 cv,104 cv,165 cv,115 cv,150 cv
2019-08-01,14195.0,16990.0,14915.0,12995.0,9900.0,12990.0
2019-12-01,14900.0,15990.0,12774.0,13390.0,8400.0,13380.0
2020-01-01,13340.0,13990.0,13833.625,14966.0,6990.0,13257.166666666666
2020-02-01,13445.555555555555,9490.0,,,9900.0,12777.142857142857
2020-04-01,,14830.0,,,,
2020-05-01,,14590.0,,,,
2020-06-01,,12970.0,,,,
2020-07-01,,14107.5,,,,
