dates,75 cv,98 cv,86 cv,200 cv,68 cv,111 cv,65 cv
2020-03-01,5902.0,7000.0,6372.0,52635.0,3405.0,4960.0,3765.0
2020-04-01,5974.285714285715,4530.0,6126.666666666667,12960.0,4490.0,,
2020-07-01,,,5480.0,17080.0,4280.0,,
