dates,300 cv,380 cv,340 cv
2019-08-01,84990.0,106900.0,59000.0
2019-10-01,99900.0,113900.0,
2019-12-01,67400.0,,
2020-02-01,64999.0,,
2020-03-01,64900.0,,
2020-05-01,75612.0,,
2020-06-01,72634.0,,
2020-07-01,75304.5,,
