dates,100 cv,75 cv,90 cv,87 cv,125 cv
2018-12-01,1399.6666666666667,2800.0,1416.6666666666667,2000.0,1990.0
2019-08-01,1984.4444444444443,3990.0,,,
2019-09-01,,2200.0,,,
2019-10-01,,3990.0,,,
2020-03-01,,3990.0,,,
2020-05-01,,2073.75,,,
2020-06-01,,1331.1875,,,
