marque,modele,version,prix,annee,date,motor,kilometrage,boite de vitesse,code postal,etat
Porsche,Boxster,,26900,2006,02/04/2020,Essence,63000,Manuelle,67000,<150000km
Porsche,911,,41100,1983,02/04/2020,Essence,184651,Manuelle,45000,<250000km
Porsche,944,,11600,1985,16/03/2018,Essence,181772,Manuelle,82000,<250000km
Porsche,911,,43990,2004,06/02/2020,Essence,122033,Manuelle,45370,<150000km
Porsche,911,,87500,1971,07/01/2020,Essence,5400,Manuelle,33127,<50000km
Porsche,Boxster,,15990,2005,31/10/2019,Essence,78000,Manuelle,51420,<150000km
Porsche,Autres,,68600,1968,30/01/2020,Essence,99574,Manuelle,76600,<150000km
Porsche,Autres,,47400,1968,30/01/2020,Essence,500,Manuelle,75005,<5000km
Porsche,Autres,,28900,1968,30/01/2020,Essence,500,Automatique,80000,<5000km
Porsche,Cayenne,,19990,2010,03/02/2020,Diesel,200000,Automatique,83300,<250000km
Porsche,Boxster,,17990,2005,01/04/2020,Essence,199000,Manuelle,26240,<250000km
Porsche,Boxster,,39900,2005,01/04/2020,Essence,103000,Manuelle,21000,<150000km
Porsche,Cayman,,31000,2006,01/04/2020,Essence,59900,Manuelle,34000,<150000km
Porsche,Cayenne,,25000,2009,05/02/2020,Essence,109500,Automatique,22410,<150000km
Porsche,911,,39900,2006,01/04/2020,Essence,172000,Manuelle,34110,<250000km
Porsche,911,,52000,2007,01/04/2020,Essence,48800,Manuelle,3500,<50000km
Porsche,911,,41000,2002,01/04/2020,Essence,100987,Manuelle,69200,<150000km
Porsche,Boxster,,13500,1998,01/04/2020,Essence,100000,Manuelle,6250,<150000km
Porsche,Boxster,,27900,2010,11/09/2019,Essence,93781,Manuelle,44400,<150000km
Porsche,Cayenne,,26990,2008,01/04/2020,Essence,172000,Manuelle,91100,<250000km
Porsche,911,,42000,2006,01/04/2020,Essence,95525,Automatique,1000,<150000km
Porsche,Cayenne,,20990,2008,01/04/2020,Essence,204000,Automatique,94230,<250000km
Porsche,968,,19900,1991,01/04/2020,Essence,134117,Manuelle,69200,<150000km
Porsche,Carrera Gt,,790000,2004,05/03/2020,Essence,6400,Manuelle,75007,<50000km
Porsche,Cayman,,24990,2006,12/01/2020,Essence,142203,Manuelle,91270,<150000km
Porsche,Cayenne,,23900,2008,01/04/2020,Essence,104500,Manuelle,10220,<150000km
Porsche,911,,33000,2002,01/04/2020,Essence,115000,Manuelle,37520,<150000km
Porsche,911,,109900,1997,13/03/2020,Essence,124900,Manuelle,75007,<150000km
Porsche,911,,109000,1997,06/03/2020,Essence,137000,Manuelle,75007,<150000km
Porsche,911,,84900,1995,13/03/2020,Essence,120000,Manuelle,75007,<150000km
Porsche,911,,110000,1991,24/01/2020,Essence,88700,Manuelle,75007,<150000km
Porsche,Cayenne,,13000,2004,25/03/2020,Essence,139560,Automatique,59500,<150000km
Porsche,Boxster,,59900,2010,07/02/2020,Essence,67750,Manuelle,75007,<150000km
Porsche,911,,49500,2008,01/04/2020,Essence,71000,Manuelle,78300,<150000km
Porsche,911,,25490,1998,25/05/2019,Essence,145000,Manuelle,73000,<150000km
Porsche,Cayenne,,34900,2010,13/03/2020,Essence,146392,Automatique,35137,<150000km
Porsche,Boxster,,34900,2010,05/03/2020,Essence,58135,Manuelle,35137,<150000km
Porsche,911,,99900,2009,11/03/2020,Essence,52500,Manuelle,67500,<150000km
Porsche,911,,29900,2002,14/02/2020,Essence,106100,Manuelle,67500,<150000km
Porsche,911,,79900,2007,31/01/2020,Essence,48263,Manuelle,67500,<50000km
Porsche,Boxster,,13500,2003,11/03/2020,Essence,178000,Manuelle,9200,<250000km
Porsche,911,,53490,2009,27/02/2020,Essence,92365,Automatique,67500,<150000km
Porsche,Cayenne,,19990,2008,16/02/2020,Essence,123600,Manuelle,54710,<150000km
Porsche,Cayman,,25990,2006,04/03/2020,Essence,72300,Automatique,60610,<150000km
Porsche,911,,62990,2004,26/02/2020,Essence,119650,Manuelle,60610,<150000km
Porsche,911,,67000,1995,21/02/2020,Essence,132000,Manuelle,81000,<150000km
Porsche,Cayenne,,17000,2010,01/04/2020,Essence,200000,Automatique,59560,<250000km
Porsche,911,,69990,2009,05/02/2020,Essence,56546,Manuelle,66000,<150000km
Porsche,Autres,,49900,2005,13/08/2019,Essence,69856,Manuelle,67960,<150000km
Porsche,Cayenne,,11800,2004,01/04/2020,Essence,133000,Manuelle,26250,<150000km
Porsche,Cayman,,36990,2009,12/02/2020,Essence,38400,Automatique,59500,<50000km
Porsche,911,,52000,2006,03/03/2020,Essence,93420,Automatique,66600,<150000km
Porsche,911,,159990,2010,20/01/2020,Essence,27900,Manuelle,66600,<50000km
Porsche,911,,89390,1996,14/02/2020,Essence,154900,Manuelle,66600,<250000km
Porsche,Boxster,,17490,2000,28/03/2020,Essence,115800,Manuelle,72200,<150000km
Porsche,Cayenne,,9990,2006,07/02/2020,Essence,126637,Automatique,20260,<150000km
Porsche,911,,28490,2003,01/04/2020,Essence,143800,Manuelle,50000,<150000km
Porsche,911,,49990,2001,28/05/2019,Essence,89000,Manuelle,74600,<150000km
Porsche,Boxster,,26000,2006,01/04/2020,Essence,86500,Manuelle,31800,<150000km
Porsche,911,,64990,2007,05/02/2020,Essence,101000,Automatique,75006,<150000km
Porsche,911,,46990,2005,01/04/2020,Essence,84600,Manuelle,86000,<150000km
Porsche,911,,44900,2008,25/02/2020,Essence,234850,Automatique,91830,<250000km
Porsche,911,,41990,2007,19/10/2019,Essence,139000,Manuelle,78550,<150000km
Porsche,Cayman,,23990,2006,31/03/2020,Essence,95500,Manuelle,34000,<150000km
Porsche,911,,89990,2008,18/02/2020,Essence,42000,Automatique,31300,<50000km
Porsche,911,,42000,1990,31/03/2020,Essence,109196,Manuelle,33570,<150000km
Porsche,911,,125900,2007,04/02/2020,Essence,17000,Manuelle,59000,<50000km
Porsche,Boxster,,29500,2007,04/02/2020,Essence,79000,Manuelle,69220,<150000km
Porsche,Boxster,,18000,2002,31/03/2020,Essence,112000,Manuelle,25230,<150000km
Porsche,911,,68900,2007,13/03/2020,Essence,72951,Automatique,56890,<150000km
Porsche,Cayenne,,16800,2007,24/02/2020,Essence,162800,Automatique,42000,<250000km
Porsche,Boxster,,17900,2004,31/03/2020,Essence,88135,Manuelle,83830,<150000km
Porsche,Cayenne,,7990,2003,31/03/2020,Essence,189000,Manuelle,57140,<250000km
Porsche,911,,21900,1999,31/03/2020,Essence,154467,Manuelle,31600,<250000km
Porsche,Boxster,,21900,2006,31/03/2020,Essence,116500,Manuelle,34270,<150000km
Porsche,911,,39990,2005,20/01/2020,Essence,124418,Manuelle,95150,<150000km
Porsche,Boxster,,29500,2008,31/03/2020,Essence,89000,Automatique,24380,<150000km
Porsche,911,,67912,1967,31/03/2020,Essence,2368,Manuelle,95300,<5000km
Porsche,911,,44000,2007,18/02/2020,Essence,84000,Automatique,83190,<150000km
Porsche,911,,42500,2007,31/03/2020,Essence,122000,Manuelle,24100,<150000km
Porsche,Carrera,,22000,2000,31/03/2020,Essence,154000,Automatique,74560,<250000km
Porsche,928,,24000,1980,31/03/2020,Essence,188000,Manuelle,59000,<250000km
Porsche,911,,39911,2006,31/03/2020,Essence,113500,Manuelle,83470,<150000km
Porsche,Cayenne,,19900,2009,11/03/2020,Essence,169724,Automatique,51100,<250000km
Porsche,Boxster,,13999,1997,31/03/2020,Essence,115000,Manuelle,71200,<150000km
Porsche,Cayenne,,13490,2007,04/02/2020,Essence,181000,Automatique,33185,<250000km
Porsche,911,,59500,2007,04/02/2020,Essence,93897,Automatique,69410,<150000km
Porsche,Cayenne,,13500,2008,31/03/2020,Autre,170000,Manuelle,62300,<250000km
Porsche,Cayenne,,19900,2008,04/02/2020,Essence,157000,Automatique,6110,<250000km
Porsche,Cayenne,,20000,2005,31/03/2020,Essence,178,Automatique,77000,<5000km
Porsche,Boxster,,13900,2000,04/02/2020,Essence,107785,Manuelle,83440,<150000km
Porsche,Cayenne,,11500,2006,30/03/2020,Essence,172000,Automatique,69006,<250000km
Porsche,Cayenne,,17000,2004,30/03/2020,Essence,180000,Automatique,62100,<250000km
Porsche,944,,9500,1982,30/03/2020,Essence,80000,Manuelle,45200,<150000km
Porsche,911,,52000,1976,07/03/2020,Essence,89314,Manuelle,68000,<150000km
Porsche,Cayenne,,28900,2010,30/03/2020,Diesel,134500,Automatique,33720,<150000km
Porsche,911,,43900,2004,16/02/2020,Essence,51000,Manuelle,92200,<150000km
Porsche,911,,36000,1977,30/03/2020,Essence,309000,Manuelle,21200,+250000km
Porsche,Cayenne,,13490,2007,10/12/2019,Essence,214000,Automatique,13320,<250000km
Porsche,Boxster,,18800,2005,30/03/2020,Essence,109086,Manuelle,60400,<150000km
Porsche,Boxster,,15000,1998,30/03/2020,Essence,85000,Manuelle,31000,<150000km
Porsche,Cayenne,,24900,2010,04/03/2020,Hybride,200500,Automatique,83470,<250000km
Porsche,911,,28500,2002,30/03/2020,Essence,111200,Manuelle,17300,<150000km
Porsche,928,,61000,1991,30/03/2020,Essence,68500,Manuelle,18000,<150000km
Porsche,Cayenne,,18990,2010,27/02/2020,Diesel,127500,Automatique,91700,<150000km
Porsche,Cayenne,,28000,2010,30/03/2020,Essence,110000,Manuelle,11700,<150000km
Porsche,911,,50000,1997,30/03/2020,Essence,280000,Manuelle,13260,+250000km
Porsche,911,,61900,2010,30/03/2020,Essence,109000,Manuelle,73000,<150000km
Porsche,911,,24500,1999,30/03/2020,Essence,148000,Automatique,69007,<150000km
Porsche,Cayenne,,12500,2004,30/03/2020,Essence,97700,Automatique,44115,<150000km
Porsche,Cayenne,,21599,2007,30/03/2020,Essence,114000,Automatique,24240,<150000km
Porsche,Cayenne,,15990,2007,30/03/2020,Essence,178325,Automatique,2470,<250000km
Porsche,911,,60000,2005,30/03/2020,Essence,82000,Manuelle,42100,<150000km
Porsche,911,,34000,2003,25/01/2020,Essence,93000,Automatique,45200,<150000km
Porsche,911,,54800,1994,30/03/2020,Essence,139900,Manuelle,67670,<150000km
Porsche,911,,82500,2007,03/02/2020,Essence,76900,Manuelle,62161,<150000km
Porsche,911,,84800,1978,03/02/2020,Essence,145454,Automatique,33100,<150000km
Porsche,911,,54900,1989,03/02/2020,Essence,70000,Manuelle,72650,<150000km
Porsche,Cayenne,,17900,2003,22/12/2019,Essence,168118,Automatique,97400,<250000km
Porsche,Cayenne,,26000,2003,29/03/2020,Essence,112000,Automatique,83600,<150000km
Porsche,Boxster,,19900,2004,29/03/2020,Essence,77500,Manuelle,83120,<150000km
Porsche,Boxster,,19900,2003,29/03/2020,Essence,141000,Manuelle,69380,<150000km
Porsche,924,,6000,1979,29/03/2020,Essence,84000,Manuelle,29270,<150000km
Porsche,928,,27000,1987,29/03/2020,Essence,167000,Automatique,35400,<250000km
Porsche,Panamera,,38500,2010,29/03/2020,Essence,90000,Automatique,49100,<150000km
Porsche,928,,20000,1985,29/03/2020,Essence,234000,Manuelle,43000,<250000km
Porsche,911,,29500,1999,29/03/2020,Essence,178500,Manuelle,14100,<250000km
Porsche,Cayenne,,9000,2004,29/03/2020,Essence,181000,Automatique,44000,<250000km
Porsche,944,,6800,1982,29/03/2020,Essence,140000,Manuelle,76350,<150000km
Porsche,911,,23000,1998,29/03/2020,Essence,184329,Automatique,10110,<250000km
Porsche,911,,42900,1981,04/02/2020,Essence,164000,Manuelle,83600,<250000km
Porsche,911,,52700,2009,21/01/2020,Essence,98419,Automatique,75014,<150000km
Porsche,911,,43700,2002,08/10/2019,Essence,71864,Manuelle,75014,<150000km
Porsche,Panamera,,35990,2010,17/06/2019,Essence,72900,Automatique,26000,<150000km
Porsche,Cayenne,,11990,2004,07/03/2020,Essence,173000,Automatique,38640,<250000km
Porsche,Cayenne,,22990,2010,05/03/2020,Diesel,195000,Automatique,38640,<250000km
Porsche,Boxster,,39900,2010,29/03/2020,Essence,48000,Manuelle,42330,<50000km
Porsche,911,,42911,1981,29/03/2020,Essence,233000,Manuelle,44150,<250000km
Porsche,Cayman,,37900,2010,29/02/2020,Essence,56000,Manuelle,34230,<150000km
Porsche,Cayenne,,14990,2005,29/03/2020,Essence,159900,Automatique,33000,<250000km
Porsche,911,,64990,1995,29/03/2020,Essence,119800,Manuelle,34000,<150000km
Porsche,Boxster,,19990,2003,29/03/2020,Essence,91000,Manuelle,40130,<150000km
Porsche,911,,79900,1994,29/03/2020,Essence,64723,Manuelle,13600,<150000km
Porsche,911,,44900,1990,29/03/2020,Essence,138000,Manuelle,69520,<150000km
Porsche,Cayenne,,7000,2006,28/03/2020,GPL,210000,Automatique,33290,<250000km
Porsche,911,,24000,2000,28/03/2020,Essence,124000,Automatique,31330,<150000km
Porsche,911,,35900,2002,01/02/2020,Essence,88906,Manuelle,68440,<150000km
Porsche,Boxster,,12450,1998,28/03/2020,Essence,193390,Manuelle,62550,<250000km
Porsche,911,,22900,1998,28/03/2020,Essence,152000,Manuelle,88190,<250000km
Porsche,911,,49000,2005,28/03/2020,Essence,123600,Manuelle,33500,<150000km
Porsche,911,,37996,2002,28/03/2020,Essence,91500,Automatique,33000,<150000km
Porsche,Cayenne,,10490,2005,28/03/2020,Essence,139000,Automatique,42300,<150000km
Porsche,Cayman,,23900,2008,06/09/2019,Essence,84900,Manuelle,69590,<150000km
Porsche,911,,52990,2008,26/03/2020,Essence,86000,Manuelle,38920,<150000km
Porsche,Autres,,81200,1979,28/03/2020,Essence,221584,Manuelle,49000,<250000km
Porsche,Cayenne,,17000,2009,28/03/2020,Essence,96000,Manuelle,13001,<150000km
Porsche,Boxster,,9000,1998,28/03/2020,Essence,203000,Manuelle,57100,<250000km
Porsche,Cayenne,,14990,2006,19/03/2020,Essence,79500,Automatique,69120,<150000km
Porsche,911,,47500,2006,28/02/2020,Essence,121000,Automatique,83600,<150000km
Porsche,Cayenne,,27900,2010,28/03/2020,Essence,128000,Manuelle,67250,<150000km
Porsche,911,,90000,2007,28/03/2020,Essence,55000,Manuelle,1800,<150000km
Porsche,Cayman,,26900,2006,28/03/2020,Essence,112000,Manuelle,34300,<150000km
Porsche,911,,52900,1989,18/03/2020,Essence,57000,Manuelle,33470,<150000km
Porsche,Cayman,,24000,2006,12/02/2020,Essence,117735,Manuelle,22400,<150000km
Porsche,Cayenne,,15990,2009,28/03/2020,Diesel,178515,Manuelle,30200,<250000km
Porsche,Boxster,,31490,2007,10/03/2020,Essence,78900,Manuelle,14200,<150000km
Porsche,911,,39900,2005,04/03/2020,Essence,125000,Manuelle,36100,<150000km
Porsche,Cayenne,,10990,2005,28/03/2020,Essence,212050,Automatique,60740,<250000km
Porsche,911,,27996,1999,28/03/2020,Essence,91051,Automatique,67970,<150000km
Porsche,Boxster,,16000,2000,13/02/2020,Essence,116500,Automatique,13100,<150000km
Porsche,Cayenne,,19990,2003,15/02/2020,Essence,153000,Automatique,31130,<250000km
Porsche,Cayenne,,25990,2008,11/03/2020,Essence,127000,Automatique,33320,<150000km
Porsche,911,,26000,2002,28/03/2020,Essence,162000,Manuelle,62850,<250000km
Porsche,Cayman,,29500,2007,28/03/2020,Essence,65200,Manuelle,12000,<150000km
Porsche,Cayenne,,24999,2007,28/03/2020,Essence,81500,Automatique,87700,<150000km
Porsche,944,,10000,1982,28/03/2020,Essence,177800,Manuelle,49600,<250000km
Porsche,Cayenne,,20000,2006,28/03/2020,Essence,122000,Automatique,97436,<150000km
Porsche,Cayenne,,12990,2004,13/11/2019,Essence,181000,Automatique,39200,<250000km
Porsche,Boxster,,14990,2006,01/02/2020,Essence,218000,Manuelle,70300,<250000km
Porsche,Boxster,,32500,2010,07/11/2019,Essence,67300,Manuelle,57050,<150000km
Porsche,Boxster,,29990,2008,01/02/2020,Essence,130000,Manuelle,70300,<150000km
Porsche,911,,37900,2003,28/03/2020,Essence,89000,Manuelle,13370,<150000km
Porsche,911,,41900,2006,01/02/2020,Essence,107000,Manuelle,70300,<150000km
Porsche,911,,75000,2009,27/03/2020,Essence,55000,Automatique,59700,<150000km
Porsche,911,,69900,1997,27/03/2020,Essence,165000,Manuelle,17110,<250000km
Porsche,911,,51490,2006,10/01/2020,Essence,90752,Manuelle,69100,<150000km
Porsche,911,,39990,1968,27/03/2020,Essence,99000,Manuelle,44250,<150000km
Porsche,911,,47000,1975,27/03/2020,Essence,160000,Manuelle,44250,<250000km
Porsche,911,,69500,1987,27/03/2020,Essence,172000,Manuelle,14123,<250000km
Porsche,Cayenne,,29000,2010,31/01/2020,Hybride,250000,Automatique,74200,+250000km
Porsche,944,,26000,1990,27/03/2020,Essence,130000,Manuelle,34160,<150000km
Porsche,911,,84990,1997,27/03/2020,Essence,86000,Manuelle,6270,<150000km
Porsche,Boxster,,25990,2003,02/03/2020,Essence,55000,Manuelle,6270,<150000km
Porsche,911,,36900,2005,13/03/2020,Essence,41000,Manuelle,59000,<50000km
Porsche,Boxster,,34990,2010,13/03/2020,Essence,50000,Manuelle,6270,<150000km
Porsche,Boxster,,26990,2007,27/01/2020,Essence,60000,Manuelle,6270,<150000km
Porsche,911,,49990,2004,10/02/2020,Essence,83000,Manuelle,6270,<150000km
Porsche,911,,36990,2003,01/03/2020,Essence,112900,Automatique,40130,<150000km
Porsche,911,,51990,2007,19/03/2020,Essence,106000,Manuelle,40130,<150000km
Porsche,Boxster,,22300,2003,27/03/2020,Essence,116000,Manuelle,75001,<150000km
Porsche,Cayenne,,9999,2003,25/02/2020,Essence,205961,Automatique,69120,<250000km
Porsche,911,,25000,1998,27/03/2020,Essence,139000,Automatique,25000,<150000km
Porsche,911,,36500,2003,22/03/2020,Essence,102000,Manuelle,9200,<150000km
Porsche,Boxster,,10990,1998,12/03/2020,Essence,148320,Automatique,77330,<150000km
Porsche,911,,44900,2005,21/03/2020,Essence,93850,Manuelle,59700,<150000km
Porsche,Boxster,,14490,1997,27/03/2020,Essence,122000,Manuelle,34980,<150000km
Porsche,911,,67900,2009,31/01/2020,Essence,52700,Manuelle,44500,<150000km
Porsche,Boxster,,11700,2001,14/03/2020,Essence,190621,Manuelle,44400,<250000km
Porsche,911,,54900,2007,30/01/2020,Essence,30251,Manuelle,44400,<50000km
Porsche,911,,125000,2008,27/03/2020,Essence,51464,Manuelle,86000,<150000km
Porsche,Boxster,,26990,2002,25/02/2020,Essence,109500,Manuelle,77270,<150000km
Porsche,911,,27990,2000,27/03/2020,Essence,100000,Automatique,95150,<150000km
Porsche,Cayman,,28690,2005,31/01/2020,Essence,92000,Manuelle,34120,<150000km
Porsche,Cayenne,,19900,2010,27/03/2020,Diesel,212000,Automatique,13730,<250000km
Porsche,928,,24060,1984,27/03/2020,Essence,74232,Automatique,31000,<150000km
Porsche,924,,16170,1978,27/03/2020,Essence,67803,Manuelle,31000,<150000km
Porsche,Cayenne,,18900,2009,27/03/2020,Essence,189000,Automatique,54000,<250000km
Porsche,911,,64900,2009,31/01/2020,Essence,93900,Automatique,69400,<150000km
Porsche,Boxster,,33500,2009,31/01/2020,Essence,73500,Manuelle,31000,<150000km
Porsche,944,,38500,1984,26/03/2020,Essence,147000,Manuelle,31000,<150000km
Porsche,Cayenne,,7500,2004,20/03/2020,Essence,219000,Automatique,20260,<250000km
Porsche,911,,42000,1969,26/03/2020,Essence,52148,Manuelle,13090,<150000km
Porsche,911,,110000,1988,26/03/2020,Essence,84000,Manuelle,10000,<150000km
Porsche,Autres,,59900,1967,26/03/2020,Essence,912912,Manuelle,31000,+250000km
Porsche,911,,45000,2001,26/03/2020,Essence,151000,Manuelle,37510,<250000km
Porsche,Cayenne,,24957,2008,26/03/2020,Essence,142000,Automatique,33670,<150000km
Porsche,Cayenne,,7000,2003,26/03/2020,Essence,139000,Automatique,77120,<150000km
Porsche,911,,90000,1970,03/02/2020,Essence,82280,Manuelle,75017,<150000km
Porsche,Cayman,,31990,2007,23/03/2020,Essence,106000,Automatique,6200,<150000km
Porsche,911,,25900,2001,26/03/2020,Essence,151000,Manuelle,25000,<250000km
Porsche,Boxster,,36900,2008,14/12/2019,Essence,96299,Manuelle,75014,<150000km
Porsche,911,,54900,2007,21/05/2019,Essence,30251,Manuelle,75014,<50000km
Porsche,911,,28990,2003,26/03/2020,Essence,107500,Manuelle,59493,<150000km
Porsche,911,,61997,2008,26/03/2020,Essence,95000,Automatique,38540,<150000km
Porsche,911,,29700,2001,26/03/2020,Essence,105500,Manuelle,77610,<150000km
Porsche,Boxster,,15900,1999,13/02/2020,Essence,151000,Manuelle,92800,<250000km
Porsche,911,,75000,2007,26/03/2020,Essence,81000,Manuelle,69720,<150000km
Porsche,911,,73000,1995,26/03/2020,Essence,127000,Manuelle,83000,<150000km
Porsche,Boxster,,17500,2002,26/03/2020,Essence,124000,Manuelle,27140,<150000km
Porsche,911,,47500,2006,14/03/2020,Essence,110271,Automatique,51100,<150000km
Porsche,Cayman,,34000,2006,01/03/2020,Essence,72500,Manuelle,51100,<150000km
Porsche,911,,82500,1997,26/02/2020,Essence,149308,Manuelle,51100,<150000km
Porsche,Cayman,,37000,2010,24/02/2020,Essence,103329,Automatique,51100,<150000km
Porsche,Cayman,,35000,2007,12/02/2020,Essence,73605,Manuelle,51100,<150000km
Porsche,Boxster,,34000,2009,05/02/2020,Essence,101058,Manuelle,51100,<150000km
Porsche,Boxster,,35000,2009,04/02/2020,Essence,116556,Automatique,51100,<150000km
Porsche,911,,33500,2001,27/01/2020,Essence,114755,Manuelle,51100,<150000km
Porsche,911,,120000,2010,23/01/2020,Essence,58500,Automatique,51100,<150000km
Porsche,911,,60000,1995,09/01/2020,Essence,171002,Manuelle,51100,<250000km
Porsche,Cayenne,,38000,2010,09/12/2019,Hybride,69000,Automatique,51100,<150000km
Porsche,911,,58000,2008,25/11/2019,Essence,89000,Automatique,51100,<150000km
Porsche,Boxster,,43000,2009,10/10/2019,Essence,36000,Manuelle,51100,<50000km
Porsche,911,,58000,1993,30/07/2019,Essence,200340,Manuelle,51100,<250000km
Porsche,911,,53000,2000,01/12/2018,Essence,86750,Manuelle,51100,<150000km
Porsche,911,,14000,2008,26/03/2020,Essence,10000,Manuelle,13500,<50000km
Porsche,911,,44000,1992,26/03/2020,Essence,178000,Manuelle,25000,<250000km
Porsche,Autres,,15750,1970,26/03/2020,Essence,54723,Manuelle,45000,<150000km
Porsche,928,,79500,1994,26/03/2020,Essence,72450,Automatique,32110,<150000km
Porsche,Autres,,45500,1988,26/03/2020,Essence,207564,Manuelle,45000,<250000km
Porsche,Autres,,53000,1965,26/03/2020,Essence,149055,Manuelle,45000,<150000km
Porsche,Boxster,,12900,1998,30/01/2020,Essence,164412,Automatique,66000,<250000km
