marque,modele,version,prix,date,motor,kilometrage,annee,boite de vitesse,code postal,etat
LAMBORGHINI,AVENTADOR,V12 6.5,379400,24/12/2019,ESSENCE,17000,2014,AUTOMATIQUE,36061,<50000km
LAMBORGHINI,COUNTACH,V12 4.0,732500,05/04/2020,ESSENCE,14000,1985,MANUELLE,36061,<50000km
FERRARI,488,GTB,283900,19/07/2019,ESSENCE,89,2019,AUTOMATIQUE,25400,<5000km
NISSAN,GT R,V6 3.8PREMIUM EDITION,80463,02/04/2020,ESSENCE,35000,2012,AUTOMATIQUE,4144,<50000km
MC LAREN,570S,V8 3.8,147000,20/07/2019,ESSENCE,27800,2017,AUTOMATIQUE,63230,<50000km
NISSAN,GT R,V6 3.8BLACK EDITION,93716,06/07/2018,ESSENCE,1200,2013,AUTOMATIQUE,8049,<5000km
LAMBORGHINI,MURCIELAGO,LP640 4,156400,09/01/2020,ESSENCE,34828,2007,AUTOMATIQUE,25460,<50000km
NISSAN,GT R,V6 3.8,49990,03/03/2020,ESSENCE,73000,2010,AUTOMATIQUE,25460,<150000km
NISSAN,GT R,NISMO,141993,07/06/2019,ESSENCE,10,2015,AUTOMATIQUE,8600,<5000km
MC LAREN,MP4 12C,V8 3.8,113122,24/07/2019,ESSENCE,9850,2012,AUTOMATIQUE,8051,<50000km
ASTON MARTIN,VANQUISH,V12 5.9,122967,06/01/2020,ESSENCE,25300,2015,AUTOMATIQUE,8051,<50000km
ASTON MARTIN,VANQUISH,SV12 5.9,217535,02/02/2020,ESSENCE,100,2019,AUTOMATIQUE,8051,<5000km
ASTON MARTIN,VANQUISH,SV12 5.9,217535,04/02/2020,ESSENCE,100,2020,AUTOMATIQUE,8051,<5000km
FERRARI,F12,,265055,29/08/2019,ESSENCE,9350,2015,AUTOMATIQUE,5432,<50000km
NISSAN,GT R,V6 3.8NISMO,128741,02/04/2020,ESSENCE,6600,2015,AUTOMATIQUE,8050,<50000km
NISSAN,GT R,V6 3.8NISMO,129900,09/04/2019,ESSENCE,9999,2016,AUTOMATIQUE,17800,<50000km
NISSAN,GT R,V6 3.8BLACK EDITION,65223,17/09/2019,ESSENCE,31468,2014,AUTOMATIQUE,8046,<50000km
MC LAREN,570S,V8 3.8,160642,13/12/2019,ESSENCE,20800,2017,AUTOMATIQUE,8152,<50000km
MC LAREN,720S,V8 4.0,369194,14/12/2019,ESSENCE,10,2018,AUTOMATIQUE,8152,<5000km
MC LAREN,GT,V8 4.0,240348,15/01/2020,-,1700,2019,AUTOMATIQUE,8152,<5000km
BUGATTI,CHIRON SPORT,,3587713,17/01/2020,ESSENCE,10,2019,AUTOMATIQUE,8152,<5000km
MC LAREN,570GT,V8 3.8,205986,18/01/2020,ESSENCE,10,2017,AUTOMATIQUE,8152,<5000km
MC LAREN,720S,V8 4.0,216777,01/02/2020,ESSENCE,12000,2017,AUTOMATIQUE,8152,<50000km
MC LAREN,720S,V8 4.0,178912,09/02/2020,ESSENCE,56000,2017,AUTOMATIQUE,8152,<150000km
BUGATTI,CHIRON SPORT,,3757227,17/02/2020,ESSENCE,10,2020,AUTOMATIQUE,8152,<5000km
MC LAREN,570S,V8 3.8,267535,20/02/2020,ESSENCE,10,2020,AUTOMATIQUE,8152,<5000km
MC LAREN,570S SPIDER,V8 3.8,266731,20/02/2020,ESSENCE,10,2018,AUTOMATIQUE,8152,<5000km
MC LAREN,720S,V8 4.0,215547,10/03/2020,ESSENCE,18500,2017,AUTOMATIQUE,8152,<50000km
MC LAREN,570GT,V8 3.8,205986,20/03/2020,ESSENCE,10,2020,AUTOMATIQUE,8152,<5000km
MC LAREN,570S SPIDER,V8 3.8,208068,30/03/2020,ESSENCE,1000,2020,AUTOMATIQUE,8152,<5000km
MC LAREN,720S,V8 4.0,274143,30/03/2020,ESSENCE,200,2019,AUTOMATIQUE,8152,<5000km
MC LAREN,720S,V8 4.0,315170,30/03/2020,ESSENCE,10,2020,AUTOMATIQUE,8152,<5000km
MC LAREN,720S,V8 4.0,315170,01/04/2020,ESSENCE,10,2019,AUTOMATIQUE,8152,<5000km
MC LAREN,720S,V8 4.0,230409,10/04/2020,ESSENCE,12900,2018,AUTOMATIQUE,8152,<50000km
NISSAN,GT R,V6 3.8PREMIUM EDITION,44823,06/11/2019,ESSENCE,94500,2011,AUTOMATIQUE,9620,<150000km
LAMBORGHINI,MURCIELAGO,LP640 4,119800,25/03/2020,ESSENCE,30300,2004,MANUELLE,4053,<50000km
WIESMANN,MF3,,123061,28/07/2019,ESSENCE,45200,2009,AUTOMATIQUE,8106,<50000km
NISSAN,GT R,V6 3.8,80274,22/11/2019,ESSENCE,24000,2017,AUTOMATIQUE,4123,<50000km
FERRARI,488,,295000,13/02/2020,ESSENCE,3100,2019,AUTOMATIQUE,30031,<5000km
NISSAN,SKYLINE,GT RNISMO,84572,15/01/2019,ESSENCE,62000,2000,-,8317,<150000km
NISSAN,SKYLINE,GT R,84572,02/04/2020,ESSENCE,62000,2000,-,8317,<150000km
NISSAN,GT R,V6 3.8S,189325,13/02/2020,ESSENCE,10,2020,AUTOMATIQUE,9493,<5000km
NISSAN,GT R,V6 3.8,189325,13/02/2020,ESSENCE,10,2020,AUTOMATIQUE,9493,<5000km
NISSAN,GT R,BLACK EDITION,54620,26/03/2020,ESSENCE,30000,2013,AUTOMATIQUE,4055,<50000km
LAMBORGHINI,AVENTADOR,V12 6.5,216777,12/01/2020,ESSENCE,38500,2012,MANUELLE,8302,<50000km
LAMBORGHINI,AVENTADOR,V12 6.5,249909,02/04/2020,ESSENCE,17000,2015,MANUELLE,8302,<50000km
FERRARI,488,GTB,204900,06/03/2020,ESSENCE,9900,2018,AUTOMATIQUE,31033,<50000km
MC LAREN,570S,V8 3.8,178912,10/10/2019,ESSENCE,300,2020,AUTOMATIQUE,5082,<5000km
LAMBORGHINI,MURCIELAGO,LP640 4,122872,17/09/2019,ESSENCE,30300,2004,MANUELLE,4058,<50000km
NISSAN,GT R,V6 3.8BLACK EDITION,94557,18/12/2018,ESSENCE,61000,2013,AUTOMATIQUE,8154,<150000km
NISSAN,GT R,V6 3.8PREMIUM EDITION,78464,01/01/2020,ESSENCE,53000,2013,AUTOMATIQUE,8154,<150000km
FERRARI,488,GTB,212000,19/03/2020,ESSENCE,5890,2016,AUTOMATIQUE,47843,<50000km
DE TOMASO,PANTERA,,125000,03/02/2019,ESSENCE,-,1985,MANUELLE,9604,NC
DE TOMASO,PANTERA,,142800,22/02/2020,ESSENCE,57000,1985,MANUELLE,9604,<150000km
NISSAN,GT R,V6 3.8BLACK EDITION,54990,19/12/2019,ESSENCE,39650,2010,AUTOMATIQUE,21300,<50000km
MC LAREN,570S,V8 3.8,188918,02/04/2020,ESSENCE,750,2018,AUTOMATIQUE,8400,<5000km
WIESMANN,ROADSTER MF5,V8 4.4,273575,04/09/2019,ESSENCE,2500,2014,AUTOMATIQUE,9050,<5000km
FERRARI,488,GTB,279255,02/10/2019,ESSENCE,11000,2016,AUTOMATIQUE,9063,<50000km
FERRARI,F12,,203004,10/12/2019,ESSENCE,18800,2013,AUTOMATIQUE,9063,<50000km
FERRARI,F12,,203383,14/01/2020,ESSENCE,20900,2014,AUTOMATIQUE,9063,<50000km
FERRARI,488,GTB,203951,30/01/2020,ESSENCE,30800,2016,AUTOMATIQUE,9063,<50000km
MC LAREN,MP4 12C,V8 3.8,112648,30/09/2019,ESSENCE,64700,2012,AUTOMATIQUE,9100,<150000km
FERRARI,488,GTB,215831,12/12/2019,ESSENCE,5900,2016,AUTOMATIQUE,9100,<50000km
NISSAN,GT R,V6 3.8NISMO,136000,02/02/2020,ESSENCE,6500,2016,MANUELLE,81140,<50000km
ASTON MARTIN,VANQUISH,V12 5.9,75541,29/02/2020,ESSENCE,42800,2003,AUTOMATIQUE,8370,<50000km
NISSAN,GT R,V6 3.8BOSE,51500,10/01/2019,ESSENCE,26500,2009,AUTOMATIQUE,79664,<50000km
MC LAREN,MP4 12C,V8 3.8,132338,23/12/2018,ESSENCE,27000,2012,AUTOMATIQUE,8355,<50000km
DE TOMASO,PANTERA,,100342,28/11/2019,ESSENCE,47000,1971,-,8355,<50000km
NISSAN,GT R,V6 3.8BLACK EDITION,83490,21/03/2020,ESSENCE,17500,2018,AUTOMATIQUE,79585,<50000km
NISSAN,GT R,V6 3.8PREMIUM EDITION,37856,10/01/2020,ESSENCE,99000,2009,AUTOMATIQUE,9500,<150000km
NISSAN,SKYLINE,GT R,65317,17/03/2020,ESSENCE,6000,1996,MANUELLE,9500,<50000km
ASTON MARTIN,VANQUISH,SV12 5.9,216784,30/08/2019,ESSENCE,5600,2017,AUTOMATIQUE,9203,<50000km
ASTON MARTIN,VANQUISH,V12 5.9,169453,04/03/2020,ESSENCE,3500,2016,AUTOMATIQUE,9203,<5000km
ASTON MARTIN,VANQUISH,V12 5.9,198798,02/04/2020,ESSENCE,29,2016,AUTOMATIQUE,9203,<5000km
ASTON MARTIN,VANQUISH,SV12 5.9,197851,02/04/2020,ESSENCE,11900,2017,AUTOMATIQUE,9203,<50000km
FERRARI,488,GTB,228500,06/04/2020,ESSENCE,21000,2016,AUTOMATIQUE,6833,<50000km
FERRARI,488,GTB,182600,07/04/2020,ESSENCE,21000,2016,AUTOMATIQUE,6833,<50000km
FORD,GT,,376757,22/01/2020,ESSENCE,13000,2006,MANUELLE,9015,<50000km
LAMBORGHINI,AVENTADOR,SV12 6.5,354985,27/09/2019,ESSENCE,3900,2020,-,9014,<5000km
NISSAN,GT R,V6 3.8NISMO,132338,13/08/2018,ESSENCE,9500,2015,AUTOMATIQUE,9524,<50000km
MC LAREN,MP4 12C,V8 3.8,113406,21/09/2018,ESSENCE,23000,2012,AUTOMATIQUE,9524,<50000km
MERCEDES,SLR MCLAREN,,274332,21/09/2018,ESSENCE,34500,2004,AUTOMATIQUE,9524,<50000km
LAMBORGHINI,MURCIELAGO,,132338,21/09/2018,ESSENCE,49800,2005,AUTOMATIQUE,9524,<50000km
LAMBORGHINI,MURCIELAGO,,137071,21/09/2018,ESSENCE,18000,2004,AUTOMATIQUE,9524,<50000km
LAMBORGHINI,DIABLO,V12 5.7,141805,21/09/2018,ESSENCE,55000,1997,MANUELLE,9524,<150000km
LAMBORGHINI,DIABLO,V12 5.7,179670,21/09/2018,ESSENCE,46700,1993,MANUELLE,9524,<50000km
LAMBORGHINI,MURCIELAGO,LP670 4 SV,425792,21/09/2018,ESSENCE,9500,2009,AUTOMATIQUE,9524,<50000km
MC LAREN,MP4 12C,V8 3.8,189136,22/09/2018,ESSENCE,3000,2012,AUTOMATIQUE,9524,<5000km
MC LAREN,MP4 12C,V8 3.8,208068,22/09/2018,ESSENCE,1000,2012,AUTOMATIQUE,9524,<5000km
MC LAREN,MP4 12C,V8 3.8,208068,04/10/2018,ESSENCE,10,2012,AUTOMATIQUE,9524,<5000km
MC LAREN,720S,V8 4.0,236467,03/11/2018,ESSENCE,4500,2018,AUTOMATIQUE,9524,<5000km
LAMBORGHINI,DIABLO,V12 5.7,137071,14/11/2018,ESSENCE,59500,1992,MANUELLE,9524,<150000km
LAMBORGHINI,MURCIELAGO,,127605,22/05/2019,ESSENCE,41500,2003,MANUELLE,9524,<50000km
LAMBORGHINI,MURCIELAGO,LP640 4,160737,25/06/2019,ESSENCE,33000,2007,AUTOMATIQUE,9524,<50000km
ASTON MARTIN,VANQUISH,V12 5.9,94662,04/07/2019,ESSENCE,20000,2003,AUTOMATIQUE,9524,<50000km
NISSAN,GT R,V6 3.8,42409,25/07/2019,ESSENCE,104500,2009,AUTOMATIQUE,9524,<150000km
LAMBORGHINI,MURCIELAGO,,137071,18/08/2019,ESSENCE,20500,2002,MANUELLE,9524,<50000km
FERRARI,F12,,208068,29/08/2019,ESSENCE,7712,2014,AUTOMATIQUE,9524,<50000km
ASTON MARTIN,VANQUISH,V12 5.9,80274,11/09/2019,ESSENCE,30000,2004,AUTOMATIQUE,9524,<50000km
MC LAREN,570GT,V8 3.8,146538,11/12/2019,ESSENCE,3700,2018,AUTOMATIQUE,9524,<5000km
MC LAREN,720S,V8 4.0,255400,12/12/2019,ESSENCE,10,2018,AUTOMATIQUE,9524,<5000km
ASTON MARTIN,VANQUISH,V12 5.9,132338,28/12/2019,ESSENCE,43000,2006,AUTOMATIQUE,9524,<50000km
FORD,GT,V8 5.4HERITAGE EDITION,329426,12/01/2020,ESSENCE,27400,2007,MANUELLE,9524,<50000km
FERRARI,488,GTB,193869,23/02/2020,ESSENCE,12488,2016,AUTOMATIQUE,9524,<50000km
MC LAREN,570GT,V8 3.8,146538,27/02/2020,ESSENCE,10,2018,AUTOMATIQUE,9524,<5000km
LAMBORGHINI,AVENTADOR,SV12 6.5,340691,09/04/2020,ESSENCE,11000,2018,AUTOMATIQUE,8543,<50000km
LAMBORGHINI,COUNTACH,,515911,02/04/2020,ESSENCE,19427,1989,MANUELLE,9030,<50000km
NISSAN,GT R,V6 3.8TRACK EDITION,61436,19/01/2020,ESSENCE,49000,2015,AUTOMATIQUE,9548,<50000km
LAMBORGHINI,DIABLO,,299000,18/04/2019,ESSENCE,24800,2000,MANUELLE,39100,<50000km
LAMBORGHINI,AVENTADOR,SVJV12 6.5,524990,23/07/2019,ESSENCE,10,2019,-,39100,<5000km
FERRARI,F12,,202500,06/11/2019,ESSENCE,11200,2016,MANUELLE,39100,<50000km
FERRARI,F12,,195000,17/03/2020,ESSENCE,14600,2016,MANUELLE,39100,<50000km
LAMBORGHINI,DIABLO,,189900,30/11/2019,ESSENCE,69900,1998,MANUELLE,30100,<150000km
NISSAN,SKYLINE,GT R,118319,02/04/2020,ESSENCE,64850,2000,MANUELLE,9205,<150000km
NISSAN,GT R,V6 3.8PREMIUM EDITION,70902,16/05/2019,ESSENCE,21300,2012,AUTOMATIQUE,9556,<50000km
ASTON MARTIN,VANQUISH,V12 5.9,75541,13/09/2019,ESSENCE,39400,2006,AUTOMATIQUE,9556,<50000km
NISSAN,GT R,V6 3.8BLACK EDITION,47237,13/09/2019,ESSENCE,57150,2010,AUTOMATIQUE,9213,<150000km
NISSAN,GT R,,85000,16/12/2019,ESSENCE,3500,2018,AUTOMATIQUE,31100,<5000km
LAMBORGHINI,MURCIELAGO,,111702,30/05/2019,ESSENCE,33760,2003,MANUELLE,8475,<50000km
MERCEDES,SLR MCLAREN,EXCLUSIVE EDITION,246123,31/05/2019,ESSENCE,55900,2004,AUTOMATIQUE,8475,<150000km
LAMBORGHINI,AVENTADOR,SVV12 6.5,369184,14/07/2019,ESSENCE,23000,2017,AUTOMATIQUE,8475,<50000km
LAMBORGHINI,MURCIELAGO,LP670 4 SV,378650,11/09/2019,ESSENCE,16400,2010,AUTOMATIQUE,8475,<50000km
MC LAREN,540C,V8 3.8,132528,20/09/2019,ESSENCE,25500,2016,AUTOMATIQUE,8475,<50000km
LAMBORGHINI,AVENTADOR,SVV12 6.5,350252,17/02/2020,ESSENCE,23000,2017,AUTOMATIQUE,8475,<50000km
FERRARI,488,GTB,179859,02/04/2020,ESSENCE,27400,2016,AUTOMATIQUE,8475,<50000km
FERRARI,MONZA SP1,,2778000,20/06/2019,ESSENCE,100,2020,AUTOMATIQUE,68200,<5000km
ASTON MARTIN,VANQUISH,V12 5.9,95000,26/09/2019,ESSENCE,39116,2004,AUTOMATIQUE,68200,<50000km
ASTON MARTIN,VANQUISH,V12 5.9,86000,27/11/2019,ESSENCE,24856,2002,AUTOMATIQUE,68200,<50000km
MC LAREN,570S SPIDER,V8 3.8,208163,10/09/2018,ESSENCE,200,2020,AUTOMATIQUE,9220,<5000km
MC LAREN,MP4 12C,V8 3.8,108767,30/08/2019,ESSENCE,39900,2013,AUTOMATIQUE,9220,<50000km
LAMBORGHINI,AVENTADOR,SVV12 6.5,425887,30/08/2019,ESSENCE,19900,2016,AUTOMATIQUE,9220,<50000km
MC LAREN,600LT,V8 3.8,264961,20/12/2019,ESSENCE,6900,2019,AUTOMATIQUE,9220,<50000km
LAMBORGHINI,DIABLO,V12 5.7,175126,11/05/2019,ESSENCE,5300,1992,MANUELLE,8552,<50000km
LAMBORGHINI,AVENTADOR,V12 6.5,179858,10/04/2020,ESSENCE,74000,2012,AUTOMATIQUE,8552,<150000km
FERRARI,488,,249000,13/02/2019,ESSENCE,3200,2016,MANUELLE,68116,<5000km
ASTON MARTIN,VANQUISH,V12 5.9,66169,01/04/2020,ESSENCE,44000,2003,AUTOMATIQUE,9308,<50000km
MC LAREN,MP4 12C,V8 3.8,118234,13/05/2018,ESSENCE,45000,2011,AUTOMATIQUE,8505,<50000km
FERRARI,488,GTB,216777,03/03/2020,ESSENCE,7500,2016,AUTOMATIQUE,9434,<50000km
FERRARI,488,GTB,189231,16/10/2019,ESSENCE,11000,2016,AUTOMATIQUE,9323,<50000km
FORD,GT,V8 5.4,283987,12/07/2019,ESSENCE,7850,2006,MANUELLE,8586,<50000km
FERRARI,F12,,199000,26/03/2019,ESSENCE,29250,2013,AUTOMATIQUE,68700,<50000km
MC LAREN,MP4 12C,V8 3.8,118327,04/04/2020,ESSENCE,36850,2014,AUTOMATIQUE,8214,<50000km
FERRARI,488,GTB,276000,30/11/2018,ESSENCE,10,2018,AUTOMATIQUE,68390,<5000km
FERRARI,F12,,209900,30/11/2018,ESSENCE,31800,2014,AUTOMATIQUE,68390,<50000km
FERRARI,488,,249900,09/01/2019,ESSENCE,17500,2018,AUTOMATIQUE,68390,<50000km
FERRARI,488,,279900,30/01/2019,ESSENCE,500,2019,AUTOMATIQUE,68390,<5000km
FERRARI,488,GTB,215000,07/02/2019,ESSENCE,10600,2015,AUTOMATIQUE,68390,<50000km
FERRARI,488,,249900,15/02/2019,ESSENCE,8000,2019,AUTOMATIQUE,68390,<50000km
FERRARI,599,GTO,585000,24/02/2019,ESSENCE,14700,2010,AUTOMATIQUE,68390,<50000km
FERRARI,812 SUPERFAST,,349900,24/02/2019,ESSENCE,800,2018,AUTOMATIQUE,68390,<5000km
FERRARI,488,GTB,239900,24/02/2019,ESSENCE,7500,2017,AUTOMATIQUE,68390,<50000km
LAMBORGHINI,AVENTADOR,SV12 6.5,329000,20/09/2019,ESSENCE,3706,2017,AUTOMATIQUE,68390,<5000km
FERRARI,812 SUPERFAST,,395000,16/01/2020,ESSENCE,80,2020,AUTOMATIQUE,68390,<5000km
FERRARI,812 SUPERFAST,,330000,24/02/2020,ESSENCE,2600,2019,AUTOMATIQUE,68390,<5000km
FERRARI,488,GTB,192900,24/02/2020,ESSENCE,20500,2015,AUTOMATIQUE,68390,<50000km
FERRARI,F8 TRIBUTO,,296240,10/04/2020,ESSENCE,6000,2019,AUTOMATIQUE,68390,<50000km
MERCEDES,SLR MCLAREN,,208258,22/12/2019,ESSENCE,48500,2005,AUTOMATIQUE,8580,<50000km
FERRARI,488,GTB,227096,25/02/2020,ESSENCE,4000,2019,AUTOMATIQUE,8580,<5000km
FERRARI,488,GTB,227096,28/02/2020,ESSENCE,10,2019,AUTOMATIQUE,8580,<5000km
FERRARI,488,GTB,196000,29/07/2019,ESSENCE,15750,2017,MANUELLE,31027,<50000km
NISSAN,GT R,V6 3.8PREMIUM EDITION,122115,12/10/2018,ETHANOL,105000,2009,AUTOMATIQUE,8200,<150000km
NISSAN,GT R,V6 3.8PREMIUM EDITION,53953,19/05/2019,ESSENCE,64900,2012,AUTOMATIQUE,8200,<150000km
NISSAN,GT R,V6 3.8TRACK EDITION,74779,09/10/2019,ESSENCE,43000,2016,AUTOMATIQUE,8200,<50000km
NISSAN,GT R,V6 3.8,34074,02/04/2020,ESSENCE,134000,2009,AUTOMATIQUE,8200,<150000km
NISSAN,GT R,V6 3.8PREMIUM EDITION,70000,29/01/2020,ESSENCE,35000,2014,AUTOMATIQUE,54,<50000km
FERRARI,488,,279000,15/02/2020,ESSENCE,2000,2019,AUTOMATIQUE,54,<5000km
NISSAN,GT R,V6 3.8BLACK EDITION,62951,23/09/2019,ESSENCE,38500,2013,AUTOMATIQUE,8266,<50000km
FERRARI,488,GTB,190000,06/02/2020,ESSENCE,1850,2017,AUTOMATIQUE,60,<5000km
MERCEDES,SLR MCLAREN,,220000,19/02/2020,ESSENCE,21140,2006,-,6971,<50000km
LAMBORGHINI,DIABLO,,135000,12/10/2019,ESSENCE,38000,1992,MANUELLE,6500,<50000km
FERRARI,488,GTB,259500,10/09/2019,ESSENCE,5300,2015,AUTOMATIQUE,31850,<50000km
LAMBORGHINI,AVENTADOR,V12 6.5,329000,10/09/2019,ESSENCE,8000,2013,AUTOMATIQUE,31850,<50000km
LAMBORGHINI,AVENTADOR,V12 6.5,329000,10/09/2019,ESSENCE,7000,2011,AUTOMATIQUE,31850,<50000km
MC LAREN,570GT,V8 3.8,156000,10/09/2019,ESSENCE,6000,2017,AUTOMATIQUE,31850,<50000km
NISSAN,GT R,PREMIUM EDITION,59999,19/11/2019,ESSENCE,42000,2010,AUTOMATIQUE,31850,<50000km
NISSAN,GT R,PREMIUM EDITION,63900,19/11/2019,ESSENCE,29900,2010,AUTOMATIQUE,31850,<50000km
NISSAN,GT R,BLACK EDITION,62900,22/01/2020,ESSENCE,41700,2010,AUTOMATIQUE,31850,<50000km
NISSAN,GT R,BLACK EDITION,78000,22/01/2020,ESSENCE,42000,2011,AUTOMATIQUE,31850,<50000km
NISSAN,GT R,,56900,22/01/2020,ESSENCE,67300,2010,AUTOMATIQUE,31850,<150000km
NISSAN,GT R,,60000,22/01/2020,ESSENCE,49500,2011,AUTOMATIQUE,31850,<50000km
FERRARI,488,GTB,180000,21/02/2020,ESSENCE,28600,2015,AUTOMATIQUE,31850,<50000km
FERRARI,488,GTB,193200,21/02/2020,ESSENCE,46300,2017,AUTOMATIQUE,31850,<50000km
FERRARI,488,GTB,198000,21/02/2020,ESSENCE,32000,2016,AUTOMATIQUE,31850,<50000km
LAMBORGHINI,MURCIELAGO,LP640 4,199000,11/04/2020,ESSENCE,28500,2008,AUTOMATIQUE,31850,<50000km
LAMBORGHINI,MURCIELAGO,LP640 4,217200,13/04/2020,ESSENCE,17600,2008,AUTOMATIQUE,31850,<50000km
FERRARI,488,GTB,272500,13/04/2020,ESSENCE,19600,2015,AUTOMATIQUE,31850,<50000km
SPYKER,C8 SPYDER,,300000,13/04/2020,ESSENCE,6000,2009,MANUELLE,31850,<50000km
FERRARI,488,GTB,279000,13/04/2020,ESSENCE,4000,2016,AUTOMATIQUE,31850,<5000km
LAMBORGHINI,MURCIELAGO,LP640 4,188900,13/04/2020,ESSENCE,41900,2008,AUTOMATIQUE,31850,<50000km
MC LAREN,MP4 12C,V8 3.8,159000,13/04/2020,ESSENCE,15000,-,-,31850,<50000km
LAMBORGHINI,AVENTADOR,V12 6.5,240000,21/08/2019,ESSENCE,36200,2012,AUTOMATIQUE,61032,<50000km
LAMBORGHINI,AVENTADOR,V12 6.5,195000,05/02/2020,ESSENCE,32000,2015,MANUELLE,31052,<50000km
LAMBORGHINI,MURCIELAGO,,154900,08/05/2019,ESSENCE,19800,2005,MANUELLE,31340,<50000km
LAMBORGHINI,MURCIELAGO,,154900,13/08/2019,ESSENCE,20200,2005,MANUELLE,31340,<50000km
NISSAN,GT R,V6 3.8,99890,23/12/2019,ESSENCE,22461,2015,AUTOMATIQUE,31058,<50000km
FERRARI,812 SUPERFAST,,304809,12/09/2019,ESSENCE,70,2019,AUTOMATIQUE,8280,<5000km
FERRARI,F8 TRIBUTO,,229701,05/02/2020,ESSENCE,10,2020,AUTOMATIQUE,8280,<5000km
FERRARI,F8 TRIBUTO,,203751,05/02/2020,ESSENCE,10,2020,AUTOMATIQUE,8280,<5000km
ASTON MARTIN,VANQUISH,V12 5.9,66270,28/02/2020,ESSENCE,67999,2005,AUTOMATIQUE,8280,<150000km
FORD,GT,V8 5.4,312222,20/03/2020,ESSENCE,1400,2005,MANUELLE,8280,<5000km
FERRARI,F12,V12 6.3,224000,08/10/2019,ESSENCE,4756,2016,-,31130,<5000km
FERRARI,488,GTB,205000,09/10/2019,ESSENCE,18120,2016,-,31130,<50000km
FERRARI,812 SUPERFAST,,319900,24/10/2019,ESSENCE,9757,2018,AUTOMATIQUE,31130,<50000km
FERRARI,488,GTB,229900,24/10/2019,ESSENCE,9561,2018,AUTOMATIQUE,31130,<50000km
FERRARI,812 SUPERFAST,,339900,09/11/2019,ESSENCE,3410,2019,AUTOMATIQUE,31130,<5000km
FERRARI,488,GTB,179800,03/12/2019,ESSENCE,17300,2016,AUTOMATIQUE,31130,<50000km
FERRARI,488,GTB,285000,01/01/2020,ESSENCE,1474,2018,AUTOMATIQUE,31130,<5000km
FERRARI,812 SUPERFAST,,339900,10/03/2020,ESSENCE,11732,2018,AUTOMATIQUE,31130,<50000km
MC LAREN,570S,V8 3.8,239900,17/10/2019,ESSENCE,10,2019,AUTOMATIQUE,8440,<5000km
FERRARI,F12,,219900,04/12/2019,ESSENCE,29900,2016,MANUELLE,8440,<50000km
FERRARI,F12,,199900,09/03/2020,ESSENCE,29900,2016,AUTOMATIQUE,8440,<50000km
LAMBORGHINI,AVENTADOR,SVV12 6.5,449647,25/09/2019,ESSENCE,2100,2016,AUTOMATIQUE,8598,<5000km
NISSAN,GT R,V6 3.8BLACK EDITION,89900,10/10/2018,ESSENCE,17891,2017,AUTOMATIQUE,31670,<50000km
FERRARI,F12,,246028,08/03/2020,ESSENCE,9800,2017,AUTOMATIQUE,8274,<50000km
LAMBORGHINI,AVENTADOR,V12 6.5,229900,25/03/2020,ESSENCE,4200,2012,AUTOMATIQUE,78464,<5000km
NISSAN,GT R,PREMIUM EDITION,49900,17/02/2020,ESSENCE,69000,2009,AUTOMATIQUE,68740,<150000km
WIESMANN,ROADSTER MF5,V8 4.4,249000,24/03/2020,ESSENCE,20000,2012,AUTOMATIQUE,78247,<50000km
FERRARI,488,GTB,174900,17/01/2020,ESSENCE,3900,2015,AUTOMATIQUE,135,<5000km
FERRARI,F12,,165000,20/02/2020,ESSENCE,40000,2013,AUTOMATIQUE,135,<50000km
FERRARI,599,GTO,675000,03/11/2018,ESSENCE,2250,2011,MANUELLE,78224,<5000km
FERRARI,ENZO,,2690000,08/11/2018,ESSENCE,6710,2004,AUTOMATIQUE,78224,<50000km
LAMBORGHINI,AVENTADOR,SVV12 6.5,369900,16/11/2018,ESSENCE,26000,2015,AUTOMATIQUE,78224,<50000km
FERRARI,488,GTB,219900,20/11/2018,ESSENCE,15000,2015,AUTOMATIQUE,78224,<50000km
LAMBORGHINI,AVENTADOR,SV12 6.5,377500,27/11/2018,ESSENCE,1950,2018,AUTOMATIQUE,78224,<5000km
LAMBORGHINI,MIURA,,1595000,22/02/2019,ESSENCE,850,1969,MANUELLE,78224,<5000km
LAMBORGHINI,MURCIELAGO,LP670 4 SV,489900,27/03/2019,ESSENCE,4750,2009,AUTOMATIQUE,78224,<5000km
ASTON MARTIN,VANQUISH,V12 5.9,99900,16/04/2019,ESSENCE,69700,2013,AUTOMATIQUE,78224,<150000km
FERRARI,812 SUPERFAST,,379500,18/05/2019,ESSENCE,180,2019,AUTOMATIQUE,78224,<5000km
WIESMANN,GT MF4,,139500,04/06/2019,ESSENCE,60250,2005,MANUELLE,78224,<150000km
FERRARI,F8 TRIBUTO,,231516,09/08/2019,ESSENCE,100,2020,AUTOMATIQUE,78224,<5000km
FERRARI,F12,,189900,22/08/2019,ESSENCE,12790,2013,AUTOMATIQUE,78224,<50000km
MC LAREN,675LT,V8 3.8,299000,17/10/2019,ESSENCE,330,2016,AUTOMATIQUE,78224,<5000km
LAMBORGHINI,MURCIELAGO,LP670 4 SV,485000,06/11/2019,ESSENCE,10406,2009,AUTOMATIQUE,78224,<50000km
FERRARI,488,GTB,259900,30/11/2019,ESSENCE,1290,2018,-,78224,<5000km
