marque,modele,version,prix,date,motor,kilometrage,annee,boite de vitesse,code postal,etat,percentage
MC LAREN,570S,V8 3.8,159000,20/11/2019,ESSENCE,2415,2019,AUTOMATIQUE,20157,<5000km,0.9359892770882359
MC LAREN,600LT,V8 3.8,230000,21/11/2019,ESSENCE,7107,2020,AUTOMATIQUE,20157,<50000km,0.9348414732437988
MC LAREN,570S,V8 3.8,155000,28/11/2019,ESSENCE,3899,2018,AUTOMATIQUE,20157,<5000km,0.9359892770882359
MC LAREN,600LT,V8 3.8,240000,07/12/2019,ESSENCE,1341,2020,AUTOMATIQUE,20157,<5000km,0.9348414732437988
ASTON MARTIN,VANQUISH,SV12 5.9,87000,09/10/2019,ESSENCE,28000,2005,AUTOMATIQUE,20040,<50000km,1.5998598388044862
LAMBORGHINI,DIABLO,V12 5.7,290000,27/04/2018,ESSENCE,5800,1992,MANUELLE,21029,<50000km,0.8642904891719105
LAMBORGHINI,MURCIELAGO,,115000,08/02/2019,ESSENCE,28500,2005,AUTOMATIQUE,21029,<50000km,1.1813403598102055
LAMBORGHINI,DIABLO,V12 5.7,280000,07/12/2019,ESSENCE,33260,1998,MANUELLE,21029,<50000km,0.8642904891719105
FERRARI,812 SUPERFAST,,305000,28/12/2019,ESSENCE,11790,2019,AUTOMATIQUE,21029,<50000km,1.0383023697920182
LAMBORGHINI,MURCIELAGO,LP640 4,290000,11/01/2020,ESSENCE,670,2006,AUTOMATIQUE,21029,<5000km,1.1813403598102055
LAMBORGHINI,AVENTADOR,SV12 6.5,325000,18/01/2020,ESSENCE,118,2018,AUTOMATIQUE,21029,<5000km,0.9849010340500327
GUMPERT,APOLLO,,299000,29/02/2020,-,15000,2007,-,21047,<50000km,-1.0
FERRARI,F12,,179000,03/03/2020,ESSENCE,26000,2013,-,21047,<50000km,1.0898358306272797
LAMBORGHINI,AVENTADOR,V12 6.5,267500,17/05/2019,ESSENCE,6900,2016,AUTOMATIQUE,20099,<50000km,0.9849010340500327
FERRARI,812 SUPERFAST,,324900,14/09/2019,ESSENCE,1400,2019,AUTOMATIQUE,20099,<5000km,1.0383023697920182
NISSAN,GT R,V6 3.8BOSE,61500,26/10/2019,ESSENCE,43400,2011,AUTOMATIQUE,20099,<50000km,1.0317998911657071
NISSAN,GT R,,61500,28/10/2019,ESSENCE,43400,2011,AUTOMATIQUE,20099,<50000km,1.0317998911657071
LAMBORGHINI,AVENTADOR,SV12 6.5,305400,06/12/2019,ESSENCE,7700,2018,AUTOMATIQUE,20099,<50000km,0.9849010340500327
FERRARI,488,GTB,198400,20/12/2019,ESSENCE,9900,2017,AUTOMATIQUE,20099,<50000km,1.0027013346125184
MC LAREN,MP4 12C,V8 3.8,102500,03/01/2020,ESSENCE,62900,2012,AUTOMATIQUE,20099,<150000km,1.1110249148359417
FERRARI,488,GTB,196400,19/02/2020,ESSENCE,4900,2017,AUTOMATIQUE,20099,<5000km,1.0027013346125184
MC LAREN,650S,V8 3.8,128500,21/02/2020,ESSENCE,39900,2014,AUTOMATIQUE,20099,<50000km,0.8308812270050367
MC LAREN,720S,V8 4.0,234500,22/02/2020,ESSENCE,990,2018,AUTOMATIQUE,20099,<5000km,0.9949307297962883
LAMBORGHINI,COUNTACH,,385000,04/03/2020,ESSENCE,73000,1985,MANUELLE,20099,<150000km,1.5773088026886284
FERRARI,488,GTB,183400,05/03/2020,ESSENCE,16900,2016,AUTOMATIQUE,20099,<50000km,1.0027013346125184
FERRARI,F8 TRIBUTO,,309500,28/03/2020,ESSENCE,10,2020,AUTOMATIQUE,20099,<5000km,1.1025229345933192
MERCEDES,SLR MCLAREN,,350000,12/11/2019,ESSENCE,42800,2007,AUTOMATIQUE,21040,<50000km,-1.0
MC LAREN,570S,V8 3.8,158000,01/06/2019,ESSENCE,19000,2016,AUTOMATIQUE,21027,<50000km,0.9359892770882359
FERRARI,812 SUPERFAST,,324000,07/03/2020,ESSENCE,100,2019,AUTOMATIQUE,20900,<5000km,1.0383023697920182
FERRARI,F12 TDF,,804632,30/09/2019,ESSENCE,1200,2017,AUTOMATIQUE,1933,<5000km,1.2303997484833311
DE TOMASO,PANTERA,,198000,29/03/2019,ESSENCE,38000,1973,MANUELLE,21100,<50000km,0.8914153082154809
NISSAN,SKYLINE,GT R,21000,24/03/2020,ESSENCE,120000,-,-,22073,<150000km,1.501102391390483
FERRARI,488,GTB,205000,14/04/2018,ESSENCE,8328,2017,AUTOMATIQUE,57037,<50000km,1.0027013346125184
FERRARI,488,,239900,06/03/2020,ESSENCE,7900,2018,AUTOMATIQUE,57037,<50000km,1.0027013346125184
NISSAN,GT R,V6 3.8BLACK EDITION,66169,11/10/2019,ESSENCE,55000,2010,AUTOMATIQUE,1907,<150000km,1.0317998911657071
NISSAN,GT R,V6 3.8BLACK EDITION,66254,08/02/2020,ESSENCE,55000,2010,AUTOMATIQUE,1907,<150000km,1.0317998911657071
LAMBORGHINI,MURCIELAGO,,194990,17/12/2019,ESSENCE,60000,2002,MANUELLE,43100,<150000km,1.1813403598102055
FERRARI,F12,NOVITEC,279900,09/07/2019,ESSENCE,15000,2013,AUTOMATIQUE,74800,<50000km,1.0898358306272797
FERRARI,488,GTB,210000,27/09/2019,ESSENCE,11279,2016,MANUELLE,43126,<50000km,1.0027013346125184
MC LAREN,570S,V8 3.8,135368,02/04/2020,ESSENCE,34000,2016,AUTOMATIQUE,1902,<50000km,0.9359892770882359
FERRARI,488,GTB,200000,27/10/2019,ESSENCE,13700,2016,AUTOMATIQUE,22100,<50000km,1.0027013346125184
FERRARI,488,GTB,230000,31/12/2019,ESSENCE,4000,2019,AUTOMATIQUE,55011,<5000km,1.0027013346125184
NISSAN,GT R,,62000,30/01/2020,ESSENCE,46000,2013,-,55011,<50000km,1.0317998911657071
MC LAREN,650S,V8 3.8,212518,03/06/2018,ESSENCE,19767,2014,AUTOMATIQUE,6850,<50000km,0.8308812270050367
NISSAN,GT R,V6 3.8BLACK EDITION4X4,58500,18/01/2020,ESSENCE,70000,2013,AUTOMATIQUE,38390,<150000km,1.0317998911657071
FERRARI,488,,271900,25/12/2018,ESSENCE,6000,2018,AUTOMATIQUE,24040,<50000km,1.0027013346125184
NISSAN,GT R,V6 3.8PRESTIGE,88000,21/01/2019,ESSENCE,10500,2017,MANUELLE,24040,<50000km,1.0317998911657071
LAMBORGHINI,MURCIELAGO,LP640 4,179386,31/05/2018,ESSENCE,21900,2009,AUTOMATIQUE,1950,<50000km,1.1813403598102055
LAMBORGHINI,AVENTADOR,V12 6.5,263635,15/08/2018,ESSENCE,33500,2012,AUTOMATIQUE,1950,<50000km,0.9849010340500327
FERRARI,488,GTB,208258,16/01/2019,ESSENCE,12000,2015,AUTOMATIQUE,1950,<50000km,1.0027013346125184
FERRARI,488,GTB,245176,29/08/2019,ESSENCE,7500,2019,AUTOMATIQUE,1950,<50000km,1.0027013346125184
MC LAREN,570GT,V8 3.8,203051,07/09/2019,ESSENCE,1200,2020,AUTOMATIQUE,1950,<5000km,1.1431181809932949
MC LAREN,570GT,V8 3.8,141899,18/09/2019,ESSENCE,16000,2017,AUTOMATIQUE,1950,<50000km,1.1431181809932949
LAMBORGHINI,DIABLO,V12 5.7,212991,01/10/2019,ESSENCE,47900,1994,MANUELLE,1950,<50000km,0.8642904891719105
FERRARI,F12,,184497,16/10/2019,ESSENCE,34400,2014,AUTOMATIQUE,1950,<50000km,1.0898358306272797
FERRARI,488,,282557,30/10/2019,ESSENCE,100,2020,AUTOMATIQUE,1950,<5000km,1.0027013346125184
NISSAN,GT R,,38338,03/03/2020,ESSENCE,123456,2009,AUTOMATIQUE,1950,<150000km,1.0317998911657071
NISSAN,GT R,V6 3.8PREMIUM EDITION,61436,20/03/2020,ESSENCE,35500,2011,AUTOMATIQUE,1950,<50000km,1.0317998911657071
LAMBORGHINI,MURCIELAGO,LP640 4,168973,02/04/2020,ESSENCE,19500,2007,AUTOMATIQUE,1950,<50000km,1.1813403598102055
FERRARI,488,,230000,18/09/2019,ESSENCE,8200,2018,AUTOMATIQUE,56022,<50000km,1.0027013346125184
FERRARI,812 SUPERFAST,,360000,22/10/2019,ESSENCE,1200,2019,AUTOMATIQUE,26035,<5000km,1.0383023697920182
FERRARI,F12,,225000,22/10/2019,ESSENCE,53000,2013,AUTOMATIQUE,26035,<150000km,1.0898358306272797
FERRARI,812 SUPERFAST,,358771,01/03/2020,ESSENCE,990,2019,AUTOMATIQUE,1870,<5000km,1.0383023697920182
MC LAREN,MP4 12C,V8 3.8,99990,17/03/2020,ESSENCE,50787,2013,AUTOMATIQUE,38670,<150000km,1.1110249148359417
MC LAREN,MP4 12C,V8 3.8,99990,17/03/2020,ESSENCE,50787,2012,AUTOMATIQUE,38670,<150000km,1.1110249148359417
FERRARI,599,GTO,425035,21/03/2020,ESSENCE,42000,2011,AUTOMATIQUE,6916,<50000km,1.044769782541518
FERRARI,F12,,183172,21/03/2020,ESSENCE,24000,2013,AUTOMATIQUE,6916,<50000km,1.0898358306272797
LAMBORGHINI,DIABLO,V12 5.7,250000,28/11/2018,ESSENCE,15000,1993,MANUELLE,51016,<50000km,0.8642904891719105
DE TOMASO,PANTERA,,180000,29/11/2018,ESSENCE,-,1974,MANUELLE,51016,NC,0.8914153082154809
FERRARI,488,GTB,324352,08/01/2019,ESSENCE,300,2018,AUTOMATIQUE,6915,<5000km,1.0027013346125184
FERRARI,599,GTO,662638,25/02/2019,ESSENCE,4500,2010,AUTOMATIQUE,6915,<5000km,1.044769782541518
MC LAREN,720S,V8 4.0,233817,12/09/2019,ESSENCE,12500,2018,AUTOMATIQUE,6915,<50000km,0.9949307297962883
FERRARI,F12,,188284,06/12/2019,ESSENCE,32000,2015,AUTOMATIQUE,6915,<50000km,1.0898358306272797
FERRARI,488,GTB,207311,06/12/2019,ESSENCE,9000,2017,AUTOMATIQUE,6915,<50000km,1.0027013346125184
FERRARI,599,GTO,472366,11/02/2020,ESSENCE,20640,2010,AUTOMATIQUE,6915,<50000km,1.044769782541518
FERRARI,ENZO,,2792547,02/03/2020,ESSENCE,9500,2003,AUTOMATIQUE,6915,<50000km,1.1596117760332842
FERRARI,ENZO,,2271903,02/03/2020,ESSENCE,12900,2004,AUTOMATIQUE,6915,<50000km,1.1596117760332842
FERRARI,488,GTB,162820,02/03/2020,ESSENCE,79330,2015,AUTOMATIQUE,6915,<150000km,1.0027013346125184
FERRARI,F12,,206270,12/03/2020,ESSENCE,9800,2013,AUTOMATIQUE,6915,<50000km,1.0898358306272797
FERRARI,488,GTB,183645,02/04/2020,ESSENCE,31400,2016,AUTOMATIQUE,6915,<50000km,1.0027013346125184
LAMBORGHINI,AVENTADOR,SVV12 6.5,490352,26/11/2019,ESSENCE,150,2020,AUTOMATIQUE,6933,<5000km,0.9849010340500327
NISSAN,GT R,V6 3.8,85195,21/03/2020,ESSENCE,25000,2017,AUTOMATIQUE,6934,<50000km,1.0317998911657071
LAMBORGHINI,COUNTACH,,558509,01/11/2018,ESSENCE,37500,1986,MANUELLE,1228,<50000km,1.5773088026886284
MC LAREN,570S,V8 3.8,141047,07/11/2018,ESSENCE,10200,2016,AUTOMATIQUE,1228,<50000km,0.9359892770882359
FERRARI,F12,,227096,01/02/2019,ESSENCE,15000,2013,AUTOMATIQUE,1228,<50000km,1.0898358306272797
LAMBORGHINI,DIABLO,V12 5.7,165660,24/04/2019,ESSENCE,23000,1996,MANUELLE,1228,<50000km,0.8642904891719105
FERRARI,F12,,227096,29/06/2019,ESSENCE,16900,2016,AUTOMATIQUE,1228,<50000km,1.0898358306272797
LAMBORGHINI,AVENTADOR,SV12 6.5,340312,06/08/2019,ESSENCE,17500,2017,AUTOMATIQUE,1228,<50000km,0.9849010340500327
LAMBORGHINI,AVENTADOR,SV12 6.5,373444,28/08/2019,ESSENCE,1000,2018,AUTOMATIQUE,1228,<5000km,0.9849010340500327
FERRARI,812 SUPERFAST,,321675,05/09/2019,ESSENCE,5900,2018,AUTOMATIQUE,1228,<50000km,1.0383023697920182
LAMBORGHINI,DIABLO,V12 5.7,144360,25/09/2019,ESSENCE,11400,1994,MANUELLE,1228,<50000km,0.8642904891719105
LAMBORGHINI,MURCIELAGO,,137734,09/10/2019,ESSENCE,30950,2002,MANUELLE,1228,<50000km,1.1813403598102055
LAMBORGHINI,MURCIELAGO,,127321,09/10/2019,ESSENCE,55300,2003,MANUELLE,1228,<150000km,1.1813403598102055
LAMBORGHINI,MURCIELAGO,,117855,09/10/2019,ESSENCE,87500,2002,MANUELLE,1228,<150000km,1.1813403598102055
LAMBORGHINI,AVENTADOR,SV12 6.5,369089,09/10/2019,ESSENCE,3900,2017,AUTOMATIQUE,1228,<5000km,0.9849010340500327
FERRARI,812 SUPERFAST,,335958,02/03/2020,ESSENCE,650,2018,AUTOMATIQUE,1228,<5000km,1.0383023697920182
FERRARI,812 SUPERFAST,,293276,02/04/2020,ESSENCE,3900,2018,AUTOMATIQUE,1228,<5000km,1.0383023697920182
FERRARI,488,,425982,02/04/2020,ESSENCE,23000,2019,-,1228,<50000km,1.0027013346125184
ASTON MARTIN,VANQUISH,V12 5.9,94568,29/12/2019,ESSENCE,23000,2005,AUTOMATIQUE,6900,<50000km,1.5998598388044862
FERRARI,488 PISTA SPIDER,,661692,21/03/2020,ESSENCE,10,2020,AUTOMATIQUE,6900,<5000km,0.8142435603198813
MC LAREN,720S,V8 4.0,222457,05/04/2020,ESSENCE,10000,2018,AUTOMATIQUE,6900,<50000km,0.9949307297962883
FERRARI,488,GTB,195000,08/09/2018,ESSENCE,14200,2016,AUTOMATIQUE,26030,<50000km,1.0027013346125184
LAMBORGHINI,DIABLO,V12 6.0,229000,19/02/2019,ESSENCE,56900,2000,MANUELLE,26030,<150000km,0.8642904891719105
FERRARI,F12,,170000,19/04/2019,ESSENCE,57000,2013,AUTOMATIQUE,26030,<150000km,1.0898358306272797
FERRARI,F12,,199000,24/08/2019,ESSENCE,52500,2013,AUTOMATIQUE,26030,<150000km,1.0898358306272797
FERRARI,812 SUPERFAST,,359000,27/08/2019,ESSENCE,900,2019,AUTOMATIQUE,26030,<5000km,1.0383023697920182
FERRARI,488,GTB,208000,15/11/2019,ESSENCE,29000,2017,AUTOMATIQUE,26030,<50000km,1.0027013346125184
LAMBORGHINI,DIABLO,V12 6.0,229000,22/01/2020,ESSENCE,88000,2000,MANUELLE,26030,<150000km,0.8642904891719105
FERRARI,488,GTB,185000,22/01/2020,ESSENCE,32000,2016,MANUELLE,26030,<50000km,1.0027013346125184
FERRARI,488,GTB,215000,22/01/2020,ESSENCE,29000,2017,MANUELLE,26030,<50000km,1.0027013346125184
FERRARI,812 SUPERFAST,,360000,12/03/2020,ESSENCE,3300,2018,AUTOMATIQUE,26030,<5000km,1.0383023697920182
NISSAN,GT R,V6 3.8PREMIUM EDITION,59543,26/01/2019,ESSENCE,76800,2014,AUTOMATIQUE,1893,<150000km,1.0317998911657071
NISSAN,GT R,V6 3.8PREMIUM EDITION,61436,21/01/2020,ESSENCE,75000,2014,AUTOMATIQUE,1893,<150000km,1.0317998911657071
FERRARI,488,GTB,212991,14/06/2019,ESSENCE,2500,2018,AUTOMATIQUE,1212,<5000km,1.0027013346125184
FERRARI,488,GTB,227171,18/06/2019,ESSENCE,2500,2018,AUTOMATIQUE,1212,<5000km,1.0027013346125184
LOTUS,3 ELEVEN,V6 3.5,85182,14/12/2019,ESSENCE,25,2018,MANUELLE,1212,<5000km,-1.0
LOTUS,3 ELEVEN,V6 3.5,85182,17/12/2019,ESSENCE,25,2020,MANUELLE,1212,<5000km,-1.0
LOTUS,3 ELEVEN,V6 3.5,85182,29/02/2020,ESSENCE,2200,2018,MANUELLE,1212,<5000km,-1.0
DE TOMASO,PANTERA,,108862,25/11/2018,-,65000,1974,MANUELLE,1287,<150000km,0.8914153082154809
NISSAN,GT R,,51970,03/06/2019,ESSENCE,69000,2010,AUTOMATIQUE,1227,<150000km,1.0317998911657071
FERRARI,812 SUPERFAST,,317120,26/01/2020,ESSENCE,1990,2018,AUTOMATIQUE,6928,<5000km,1.0383023697920182
FERRARI,F12,,264109,12/09/2019,ESSENCE,11000,2016,AUTOMATIQUE,1860,<50000km,1.0898358306272797
WIESMANN,GT MF4,,179764,30/11/2019,ESSENCE,27800,2017,MANUELLE,1860,<50000km,1.0617741104343115
NISSAN,GT R,V6 3.8BLACK EDITION,47142,09/04/2019,ESSENCE,30160,2010,AUTOMATIQUE,1213,<50000km,1.0317998911657071
MC LAREN,MP4 12C,V8 3.8,141047,29/12/2019,ESSENCE,15000,2012,AUTOMATIQUE,1213,<50000km,1.1110249148359417
LAMBORGHINI,DIABLO,,653077,02/03/2020,ESSENCE,1000,2000,MANUELLE,1213,<5000km,0.8642904891719105
LAMBORGHINI,DIABLO,V12 6.0,397488,02/03/2020,ESSENCE,14000,2002,MANUELLE,1213,<50000km,0.8642904891719105
MC LAREN,MP4 12C,V8 3.8,131581,04/03/2020,ESSENCE,16000,2012,AUTOMATIQUE,1213,<50000km,1.1110249148359417
LAMBORGHINI,MURCIELAGO,LP580 4,155000,31/07/2019,ESSENCE,40000,2005,AUTOMATIQUE,42028,<50000km,1.1813403598102055
NISSAN,GT R,V6 3.8,55000,14/02/2020,ESSENCE,49000,2009,AUTOMATIQUE,42028,<50000km,1.0317998911657071
NISSAN,GT R,V6 3.8BLACK EDITION,109714,13/10/2018,ESSENCE,3200,2019,AUTOMATIQUE,6963,<5000km,1.0317998911657071
ASTON MARTIN,VANQUISH,V12 5.9,151459,18/10/2019,ESSENCE,18000,2016,AUTOMATIQUE,6963,<50000km,1.5998598388044862
NISSAN,GT R,V6 3.8,110897,22/10/2019,ESSENCE,10,2019,AUTOMATIQUE,6963,<5000km,1.0317998911657071
NISSAN,GT R,,44482,19/12/2019,ESSENCE,60000,2010,AUTOMATIQUE,1207,<150000km,1.0317998911657071
NISSAN,GT R,V6 3.8BLACK EDITION,85195,02/04/2020,ESSENCE,28600,2017,AUTOMATIQUE,6930,<50000km,1.0317998911657071
WIESMANN,GT MF4,,132433,04/04/2020,ESSENCE,52210,2010,AUTOMATIQUE,1201,<150000km,1.0617741104343115
NISSAN,GT R,V6 3.8BLACK EDITION4X4,67900,06/08/2018,ESSENCE,17200,2012,AUTOMATIQUE,69500,<50000km,1.0317998911657071
ASTON MARTIN,VANQUISH,SV12 5.9,133000,16/09/2019,ESSENCE,27900,2005,AUTOMATIQUE,23900,<50000km,1.5998598388044862
FERRARI,488,,234000,08/02/2020,ESSENCE,16000,2016,AUTOMATIQUE,23900,<50000km,1.0027013346125184
LAMBORGHINI,MURCIELAGO,,127700,04/07/2019,ESSENCE,65000,2002,MANUELLE,6964,<150000km,1.1813403598102055
MC LAREN,570GT,V8 3.8,189231,10/09/2019,ESSENCE,10,2018,AUTOMATIQUE,6964,<5000km,1.1431181809932949
MC LAREN,570GT,V8 3.8,189231,12/03/2020,ESSENCE,4500,2018,AUTOMATIQUE,6964,<5000km,1.1431181809932949
MC LAREN,675LT,V8 3.8,246123,14/06/2019,ESSENCE,11500,2016,AUTOMATIQUE,1202,<50000km,1.0969424460431654
MC LAREN,650S,V8 3.8,169446,13/09/2019,ESSENCE,700,2015,AUTOMATIQUE,1202,<5000km,0.8308812270050367
MC LAREN,MP4 12C,V8 3.8,108862,18/09/2019,ESSENCE,30000,2012,AUTOMATIQUE,1202,<50000km,1.1110249148359417
MC LAREN,675LT,V8 3.8,254642,26/09/2019,ESSENCE,17000,2016,AUTOMATIQUE,1202,<50000km,1.0969424460431654
MC LAREN,720S,V8 4.0,216777,30/09/2019,ESSENCE,4000,2018,AUTOMATIQUE,1202,<5000km,0.9949307297962883
MC LAREN,GT,V8 4.0,255494,01/02/2020,-,25,2020,AUTOMATIQUE,1202,<5000km,-1.0
NISSAN,GT R,V6 3.8PREMIUM EDITION,37770,13/02/2020,ESSENCE,110500,2009,AUTOMATIQUE,1214,<150000km,1.0317998911657071
ASTON MARTIN,VANQUISH,V12 5.9,110000,25/08/2019,ESSENCE,49000,2001,AUTOMATIQUE,41026,<50000km,1.5998598388044862
ASTON MARTIN,VANQUISH,V12 5.9,132433,14/01/2020,ESSENCE,26580,2014,AUTOMATIQUE,1216,<50000km,1.5998598388044862
NISSAN,GT R,V6 3.8PREMIUM EDITION4X4,109000,18/05/2019,ESSENCE,10,2020,AUTOMATIQUE,25030,<5000km,1.0317998911657071
NISSAN,GT R,V6 3.8PREMIUM EDITION4X4,104200,24/01/2020,ESSENCE,10,2020,AUTOMATIQUE,25030,<5000km,1.0317998911657071
NISSAN,GT R,V6 3.8,104200,29/01/2020,ESSENCE,10,2020,MANUELLE,25030,<5000km,1.0317998911657071
NISSAN,GT R,V6 3.8BLACK EDITION,74900,04/10/2019,ESSENCE,26000,2015,AUTOMATIQUE,69530,<50000km,1.0317998911657071
ASTON MARTIN,VANQUISH,V12 5.9,90000,13/12/2018,ESSENCE,-,-,-,51100,NC,1.5998598388044862
ASTON MARTIN,VANQUISH,V12 5.9,105000,19/10/2019,ESSENCE,64000,2001,AUTOMATIQUE,51100,<150000km,1.5998598388044862
ASTON MARTIN,VANQUISH,V12 5.9,90000,04/12/2019,ESSENCE,64000,2001,AUTOMATIQUE,51100,<150000km,1.5998598388044862
ASTON MARTIN,VANQUISH,V12 5.9,158000,04/12/2019,ESSENCE,15262,2016,AUTOMATIQUE,51100,<50000km,1.5998598388044862
PAGANI,HUAYRA ROADSTER,,3300000,10/01/2020,-,20,2019,-,1242,<5000km,-1.0
LAMBORGHINI,COUNTACH,,450000,01/01/2020,ESSENCE,28000,1986,MANUELLE,41028,<50000km,1.5773088026886284
LAMBORGHINI,AVENTADOR,SVV12 6.5,462900,21/11/2019,ESSENCE,4900,2017,AUTOMATIQUE,1217,<5000km,0.9849010340500327
NISSAN,GT R,V6 3.8PRESTIGE,124103,01/02/2020,ESSENCE,10,2020,AUTOMATIQUE,1217,<5000km,1.0317998911657071
NISSAN,GT R,V6 3.8,44397,16/03/2020,ESSENCE,65500,2010,AUTOMATIQUE,1217,<150000km,1.0317998911657071
FORD,GT,V8 5.4COLLECTION,289500,06/07/2019,ESSENCE,25381,2005,MANUELLE,1120,<50000km,-1.0
FORD,GT,V8 5.4,289500,10/07/2019,-,25381,2005,MANUELLE,1120,<50000km,-1.0
ASTON MARTIN,VANQUISH,V12 5.9,180000,07/02/2019,ESSENCE,5200,2017,AUTOMATIQUE,42000,<50000km,1.5998598388044862
FERRARI,F12,,245000,13/09/2019,ESSENCE,1750,2013,AUTOMATIQUE,42000,<5000km,1.0898358306272797
ASTON MARTIN,VANQUISH,V12 5.9,180000,09/02/2020,ESSENCE,4200,2017,AUTOMATIQUE,42000,<5000km,1.5998598388044862
LAMBORGHINI,COUNTACH,,899295,20/09/2019,ESSENCE,32000,1985,MANUELLE,6616,<50000km,1.5773088026886284
LAMBORGHINI,MURCIELAGO,LP640 4,156193,06/02/2020,ESSENCE,25000,2007,AUTOMATIQUE,6802,<50000km,1.1813403598102055
NISSAN,GT R,V6 3.8,49900,07/12/2019,ESSENCE,86000,-,AUTOMATIQUE,42350,<150000km,1.0317998911657071
FERRARI,812 SUPERFAST,,279255,07/03/2020,ESSENCE,6900,2018,AUTOMATIQUE,3784,<50000km,1.0383023697920182
NISSAN,GT R,V6 3.8BLACK EDITION,47330,26/06/2019,ESSENCE,77000,2009,AUTOMATIQUE,6572,<150000km,1.0317998911657071
NISSAN,GT R,,47330,12/12/2019,ESSENCE,75000,2009,AUTOMATIQUE,6572,<150000km,1.0317998911657071
NISSAN,GT R,V6 3.8,47237,19/12/2019,ESSENCE,80000,2008,AUTOMATIQUE,6572,<150000km,1.0317998911657071
LAMBORGHINI,COUNTACH,,299990,04/09/2019,ESSENCE,17312,1989,-,25031,<50000km,1.5773088026886284
MC LAREN,720S,V8 4.0,283041,28/04/2018,ESSENCE,3900,2017,AUTOMATIQUE,6593,<5000km,0.9949307297962883
MC LAREN,570S SPIDER,V8 3.8,226244,10/05/2018,ESSENCE,350,2019,AUTOMATIQUE,6593,<5000km,1.1229124297622057
LAMBORGHINI,AVENTADOR,SVV12 6.5,397583,05/08/2018,ESSENCE,8000,2015,AUTOMATIQUE,6593,<50000km,0.9849010340500327
MC LAREN,570S SPIDER,V8 3.8,184592,20/12/2018,ESSENCE,6900,2018,AUTOMATIQUE,6593,<50000km,1.1229124297622057
MC LAREN,570S,V8 3.8,194058,17/04/2019,ESSENCE,250,2019,AUTOMATIQUE,6593,<5000km,0.9359892770882359
MC LAREN,600LT,V8 3.8,264109,21/10/2019,ESSENCE,150,2019,AUTOMATIQUE,6593,<5000km,0.9348414732437988
MC LAREN,600LT,V8 3.8,264109,23/10/2019,ESSENCE,150,2020,AUTOMATIQUE,6593,<5000km,0.9348414732437988
MC LAREN,570S,V8 3.8,194058,09/11/2019,ESSENCE,250,2020,AUTOMATIQUE,6593,<5000km,0.9359892770882359
MC LAREN,GT,V8 4.0,244230,01/12/2019,-,200,2020,AUTOMATIQUE,6593,<5000km,-1.0
MC LAREN,600LT,V8 3.8,330372,08/01/2020,ESSENCE,50,2020,AUTOMATIQUE,6593,<5000km,0.9348414732437988
MC LAREN,600LT,V8 3.8,330372,10/01/2020,ESSENCE,50,2019,AUTOMATIQUE,6593,<5000km,0.9348414732437988
MC LAREN,GT,V8 4.0,266002,01/02/2020,-,80,2020,AUTOMATIQUE,6593,<5000km,-1.0
MC LAREN,GT,V8 4.0,261269,01/02/2020,-,80,2020,AUTOMATIQUE,6593,<5000km,-1.0
MC LAREN,720S,V8 4.0,229083,08/02/2020,ESSENCE,9900,2018,AUTOMATIQUE,6593,<50000km,0.9949307297962883
LAMBORGHINI,AVENTADOR,SVV12 6.5,558509,11/02/2020,ESSENCE,100,2020,AUTOMATIQUE,6593,<5000km,0.9849010340500327
MC LAREN,570S SPIDER,V8 3.8,178912,03/03/2020,ESSENCE,17000,2017,AUTOMATIQUE,6593,<50000km,1.1229124297622057
ASTON MARTIN,VANQUISH,V12 5.9,75683,07/03/2020,ESSENCE,94000,2013,AUTOMATIQUE,6593,<150000km,1.5998598388044862
ASTON MARTIN,VANQUISH,V12 5.9,113500,08/03/2020,ESSENCE,29000,2006,AUTOMATIQUE,6593,<50000km,1.5998598388044862
MC LAREN,720S,V8 4.0,231923,12/03/2020,ESSENCE,9900,-,MANUELLE,6593,<50000km,0.9949307297962883
MC LAREN,570S,V8 3.8,178912,12/03/2020,ESSENCE,17000,-,AUTOMATIQUE,6593,<50000km,0.9359892770882359
MC LAREN,720S,V8 4.0,283041,14/03/2020,ESSENCE,3900,-,AUTOMATIQUE,6593,<5000km,0.9949307297962883
MC LAREN,570S,V8 3.8,184592,14/03/2020,ESSENCE,6900,-,AUTOMATIQUE,6593,<50000km,0.9359892770882359
LAMBORGHINI,AVENTADOR,SVV12 6.5,680066,14/03/2020,ESSENCE,10,2020,AUTOMATIQUE,6593,<5000km,0.9849010340500327
MC LAREN,570GT,V8 3.8,194058,08/04/2020,ESSENCE,200,2019,AUTOMATIQUE,6593,<5000km,1.1431181809932949
MC LAREN,570GT,V8 3.8,194058,12/04/2020,ESSENCE,200,-,AUTOMATIQUE,6593,<5000km,1.1431181809932949
LAMBORGHINI,COUNTACH,,425982,20/09/2019,ESSENCE,10,1984,MANUELLE,6595,<5000km,1.5773088026886284
LAMBORGHINI,DIABLO,V12 5.7,454380,05/02/2020,ESSENCE,2850,2003,MANUELLE,6595,<5000km,0.8642904891719105
LAMBORGHINI,MURCIELAGO,,172000,20/02/2019,ESSENCE,28500,2003,MANUELLE,41043,<50000km,1.1813403598102055
LAMBORGHINI,MURCIELAGO,,210000,13/03/2019,ESSENCE,28000,2003,MANUELLE,41043,<50000km,1.1813403598102055
