dates,187 cv,149 cv,180 cv,150 cv,116 cv
2019-04-01,33136.666666666664,24900.0,35890.0,32000.0,30900.0
2019-08-01,28925.0,34500.0,,,29990.0
2019-12-01,,33999.0,,,33900.0
2020-06-01,,,,,31945.0
