dates,85 cv,75 cv,100 cv,182 cv,95 cv,68 cv,140 cv,60 cv,80 cv,59 cv
2019-10-01,13750.0,9490.0,10447.777777777777,16005.0,10076.666666666666,7575.0,10760.0,6990.0,7990.0,11790.0
2020-05-01,11391.034482758621,9054.615384615385,6990.0,14390.0,,,,7060.0,,
2020-06-01,11637.272727272728,11940.0,,,,,,,,
2020-07-01,,10180.0,,,,,,,,
