dates,160 cv,125 cv,140 cv,100 cv,130 cv
2020-05-01,4990.0,3600.0,6490.0,2500.0,4000.0
2020-06-01,,5490.0,5500.0,,3999.0
2020-07-01,,,4900.0,,
