marque,modele,prix,generation,carrosserie,annee,date,energie,kilometrage,transmition,code postal,chevaux_fiscaux,chevaux_din,etat
FERRARI,CALIFORNIA,129020,1 génération,Cabriolet,2011,30/03/2020,ESSENCE,51414,AUTOMATIQUE,33000,37,460,<150000km
FERRARI,458,182880,1 génération,Coupé,2012,30/03/2020,ESSENCE,23010,AUTOMATIQUE,95000,49,570,<50000km
FERRARI,CALIFORNIA,110140,1 génération,Cabriolet,2011,29/05/2020,ESSENCE,28080,AUTOMATIQUE,35000,37,460,<50000km
FERRARI,FF,157300,1 génération,Coupé,2013,08/05/2020,ESSENCE,33493,AUTOMATIQUE,98000,63,660,<50000km
FERRARI,F355,123750,1 génération,Coupé,1996,30/03/2020,ESSENCE,99980,MANUEL,31000,20,375,<150000km
FERRARI,CALIFORNIA,110980,1 génération,Cabriolet,2011,30/03/2020,ESSENCE,60495,AUTOMATIQUE,12000,37,460,<150000km
FERRARI,360,80890,1 génération,spider roadster,2000,30/03/2020,ESSENCE,77760,MANUEL,78000,34,400,<150000km
FERRARI,488,293210,1 génération,Coupé,2019,30/03/2020,ESSENCE,3011,AUTOMATIQUE,72000,61,670,<5000km
FERRARI,458,178090,1 génération,Coupé,2012,22/04/2020,ESSENCE,50760,AUTOMATIQUE,6000,49,570,<150000km
FERRARI,CALIFORNIA,107880,1 génération,Cabriolet,2011,30/03/2020,ESSENCE,78000,AUTOMATIQUE,67000,37,460,<150000km
FERRARI,360,85480,1 génération,Coupé,2005,21/05/2020,ESSENCE,70680,MANUEL,95000,34,400,<150000km
FERRARI,TESTAROSSA,174000,1 génération,Coupé,1986,13/04/2020,ESSENCE,27330,MANUEL,54000,28,390,<50000km
FERRARI,488,202290,1 génération,spider roadster,2017,12/05/2020,ESSENCE,10513,AUTOMATIQUE,98000,62,670,<50000km
FERRARI,360,79280,1 génération,Coupé,2003,30/03/2020,ESSENCE,84180,MANUEL,33000,34,400,<150000km
FERRARI,575,100680,1 génération,Coupé,2003,30/03/2020,ESSENCE,38280,MANUEL,98000,47,515,<50000km
FERRARI,456,65330,1 génération,Coupé,1995,30/03/2020,ESSENCE,93653,MANUEL,12000,31,442,<150000km
FERRARI,TESTAROSSA,184760,1 génération,Coupé,1987,30/03/2020,ESSENCE,55726,MANUEL,31000,28,390,<150000km
FERRARI,F355,85020,1 génération,Coupé,1999,30/03/2020,ESSENCE,75412,MANUEL,92000,20,375,<150000km
FERRARI,599,136310,1 génération,Coupé,2010,30/03/2020,ESSENCE,42000,AUTOMATIQUE,91000,58,620,<50000km
FERRARI,F430,111140,1 génération,Coupé,2010,30/03/2020,ESSENCE,41952,AUTOMATIQUE,31000,41,490,<50000km
FERRARI,458,151180,1 génération,Coupé,2013,30/03/2020,ESSENCE,78111,AUTOMATIQUE,83000,49,570,<150000km
FERRARI,488,260990,1 génération,spider roadster,2017,30/03/2020,ESSENCE,8468,AUTOMATIQUE,62000,61,670,<50000km
FERRARI,PORTOFINO,222600,1 génération,Cabriolet,2019,08/05/2020,ESSENCE,21200,AUTOMATIQUE,98000,52,600,<50000km
FERRARI,360,99780,1 génération,Coupé,2003,30/03/2020,ESSENCE,83250,MANUEL,92000,34,400,<150000km
FERRARI,550,85270,1 génération,Coupé,2000,30/03/2020,ESSENCE,83570,MANUEL,75000,45,479,<150000km
FERRARI,488,204660,1 génération,Coupé,2017,30/03/2020,ESSENCE,8100,AUTOMATIQUE,13000,61,670,<50000km
FERRARI,488,398990,1 génération,Coupé,2020,28/05/2020,ESSENCE,3990,AUTOMATIQUE,62000,68,720,<5000km
FERRARI,612 SCAGLIETTI,100560,1 génération,Coupé,2007,30/03/2020,ESSENCE,29380,AUTOMATIQUE,40000,50,540,<50000km
FERRARI,F355,121790,1 génération,gts targa,1997,30/03/2020,ESSENCE,43384,MANUEL,45000,20,375,<50000km
FERRARI,F355,91640,1 génération,gts targa,1999,30/03/2020,ESSENCE,83520,MANUEL,92000,20,375,<150000km
FERRARI,GTC4LUSSO,269370,1 génération,Coupé,2018,07/05/2020,ESSENCE,30750,AUTOMATIQUE,98000,66,690,<50000km
FERRARI,458,348000,1 génération,Coupé,2016,30/03/2020,ESSENCE,26400,AUTOMATIQUE,64000,53,605,<50000km
FERRARI,360,108290,1 génération,spider roadster,2004,13/04/2020,ESSENCE,25422,MANUEL,6000,34,400,<50000km
FERRARI,MONDIAL,31030,T,Coupé,1986,30/03/2020,ESSENCE,75900,MANUEL,60000,21,291,<150000km
FERRARI,348,62920,1 génération,ts targa,1993,30/03/2020,ESSENCE,82280,MANUEL,33000,21,300,<150000km
FERRARI,550,114000,1 génération,Coupé,2002,30/03/2020,ESSENCE,89982,MANUEL,81000,46,479,<150000km
FERRARI,F430,123420,1 génération,Coupé,2008,18/05/2020,ESSENCE,44379,AUTOMATIQUE,75000,43,490,<50000km
FERRARI,488,275000,1 génération,Coupé,2019,30/03/2020,ESSENCE,5375,AUTOMATIQUE,14000,61,670,<50000km
FERRARI,348,95400,1 génération,Coupé,1993,30/03/2020,ESSENCE,103880,MANUEL,6000,21,300,<150000km
FERRARI,612 SCAGLIETTI,76320,1 génération,Coupé,2006,30/03/2020,ESSENCE,67840,AUTOMATIQUE,77000,50,540,<150000km
FERRARI,F50,2250000,1 génération,Coupé,1998,01/05/2020,ESSENCE,18750,MANUEL,98000,66,520,<50000km
FERRARI,FF,165300,1 génération,Coupé,2013,30/03/2020,ESSENCE,26220,AUTOMATIQUE,98000,63,660,<50000km
FERRARI,F430,92110,1 génération,Coupé,2008,30/03/2020,ESSENCE,53905,AUTOMATIQUE,6000,43,490,<150000km
FERRARI,575,143100,1 génération,Coupé,2003,30/03/2020,ESSENCE,5936,MANUEL,98000,47,515,<50000km
FERRARI,348,110450,1 génération,ts targa,1996,30/03/2020,ESSENCE,67035,MANUEL,94000,21,300,<150000km
FERRARI,FF,112240,1 génération,Coupé,2013,15/05/2020,ESSENCE,106575,AUTOMATIQUE,59000,63,660,<150000km
FERRARI,488,197290,1 génération,spider roadster,2017,30/03/2020,ESSENCE,26145,AUTOMATIQUE,98000,62,670,<50000km
FERRARI,F430,83720,1 génération,Coupé,2009,30/03/2020,ESSENCE,122027,AUTOMATIQUE,44000,43,490,<150000km
FERRARI,CALIFORNIA,94720,1 génération,Cabriolet,2011,30/03/2020,ESSENCE,53410,AUTOMATIQUE,77000,37,460,<150000km
FERRARI,F430,88460,1 génération,Coupé,2009,30/03/2020,ESSENCE,135520,AUTOMATIQUE,44000,43,490,<150000km
