marque,modele,prix,generation,carrosserie,annee,date,energie,kilometrage,transmition,code postal,chevaux_fiscaux,chevaux_din,etat
CITROEN,C3,15010,3 génération,Hatchback,2020,08/04/2020,ESSENCE,13064,MANUEL,81000,4,82,<50000km
CITROEN,C3,16940,3 génération,Hatchback,2020,08/04/2020,DIESEL,7116,MANUEL,93000,5,99,<50000km
CITROEN,C3 PICASSO,15580,1 génération [restyling],Monospace,2016,02/06/2020,DIESEL,49121,MANUEL,34000,5,95,<50000km
CITROEN,DS3,10510,1 génération,Hatchback,2012,02/06/2020,ESSENCE,64480,MANUEL,36000,5,95,<150000km
CITROEN,SPACETOURER,34310,1 génération,Monospace,2019,19/05/2020,DIESEL,42637,MANUEL,63000,8,150,<50000km
CITROEN,C3,16100,3 génération,Hatchback,2018,30/05/2020,ESSENCE,40019,MANUEL,84000,4,82,<50000km
CITROEN,BERLINGO,20730,2 génération [2pi restyling],Monospace,2019,28/05/2020,DIESEL,19909,MANUEL,31000,5,90,<50000km
CITROEN,C1,12080,2 génération,Hatchback,2018,06/06/2020,ESSENCE,15254,MANUEL,34000,4,69,<50000km
CITROEN,C5 AIRCROSS,33060,1 génération,4x4_SUV,2021,11/05/2020,DIESEL,1,MANUEL,42000,6,131,<5000km
CITROEN,C3,11370,3 génération,Hatchback,2017,02/06/2020,ESSENCE,49937,MANUEL,38000,4,82,<50000km
CITROEN,C4 SPACETOURER,28730,1 génération,Monospace,2020,08/04/2020,DIESEL,19436,MANUEL,13000,6,120,<50000km
CITROEN,BERLINGO,22560,3 génération,Monospace,2020,02/06/2020,ESSENCE,4678,MANUEL,63000,6,110,<5000km
CITROEN,C3,14820,3 génération,Hatchback,2021,08/04/2020,ESSENCE,1,MANUEL,42000,4,82,<5000km
CITROEN,C4 SPACETOURER,19340,1 génération,Monospace,2018,08/04/2020,ESSENCE,40329,MANUEL,30000,7,120,<50000km
CITROEN,C4 SPACETOURER,23730,1 génération,Monospace,2019,05/06/2020,ESSENCE,48060,MANUEL,33000,7,120,<50000km
CITROEN,C4,15210,2 génération [restyling],Berline,2019,08/04/2020,DIESEL,41935,MANUEL,81000,5,114,<50000km
CITROEN,C4,15970,2 génération,Hatchback,2016,23/05/2020,DIESEL,33374,AUTOMATIQUE,84000,6,120,<50000km
CITROEN,C3,16780,3 génération,Hatchback,2018,08/04/2020,ESSENCE,63967,MANUEL,87000,4,82,<150000km
CITROEN,C5 AIRCROSS,28240,1 génération,4x4_SUV,2020,08/04/2020,ESSENCE,22358,MANUEL,46000,7,131,<50000km
CITROEN,C3,12080,3 génération,Hatchback,2019,02/06/2020,ESSENCE,20304,MANUEL,34000,4,82,<50000km
CITROEN,C5 AIRCROSS,29480,1 génération,4x4_SUV,2020,11/04/2020,ESSENCE,2314,MANUEL,50000,7,131,<5000km
CITROEN,C4,22210,2 génération [restyling],Berline,2020,08/04/2020,DIESEL,23510,MANUEL,87000,5,114,<50000km
CITROEN,C5,18600,2 génération,Break,2016,08/04/2020,DIESEL,71145,MANUEL,84000,7,140,<150000km
CITROEN,C4 AIRCROSS,9680,1 génération,4x4_SUV,2013,05/06/2020,DIESEL,138024,MANUEL,95000,6,114,<150000km
CITROEN,C3,16690,3 génération,Hatchback,2020,08/04/2020,ESSENCE,6113,AUTOMATIQUE,38000,6,110,<50000km
CITROEN,C3,12580,3 génération,Hatchback,2020,08/04/2020,ESSENCE,9814,MANUEL,42000,4,82,<50000km
CITROEN,BERLINGO,18200,2 génération [2pi restyling],Monospace,2018,08/04/2020,DIESEL,31164,MANUEL,63000,5,90,<50000km
CITROEN,C4,16440,2 génération,Hatchback,2018,08/04/2020,ESSENCE,23925,MANUEL,92000,5,110,<50000km
CITROEN,C4,11780,2 génération,Hatchback,2017,06/06/2020,DIESEL,150149,MANUEL,47000,5,95,<250000km
CITROEN,C4,18090,2 génération [restyling],Berline,2019,08/04/2020,ESSENCE,18246,AUTOMATIQUE,68000,7,116,<50000km
CITROEN,BERLINGO,21560,3 génération,Monospace,2021,08/04/2020,ESSENCE,11,MANUEL,63000,6,110,<5000km
CITROEN,C4 SPACETOURER,28260,1 génération,Monospace,2020,05/06/2020,DIESEL,28064,AUTOMATIQUE,63000,6,120,<50000km
CITROEN,BERLINGO,22570,3 génération,Monospace,2020,13/04/2020,ESSENCE,19688,MANUEL,19000,6,110,<50000km
CITROEN,C5 AIRCROSS,39080,1 génération,4x4_SUV,2020,08/04/2020,DIESEL,8182,AUTOMATIQUE,50000,9,177,<50000km
CITROEN,C5 AIRCROSS,30400,1 génération,4x4_SUV,2021,30/05/2020,ESSENCE,1,MANUEL,42000,7,131,<5000km
CITROEN,C3,12180,3 génération,Hatchback,2018,08/04/2020,ESSENCE,30269,MANUEL,22000,4,82,<50000km
CITROEN,C5 AIRCROSS,34420,1 génération,4x4_SUV,2020,08/04/2020,DIESEL,25698,AUTOMATIQUE,30000,6,131,<50000km
CITROEN,C3,19170,3 génération,Hatchback,2021,01/05/2020,ESSENCE,12,MANUEL,30000,5,110,<5000km
CITROEN,C3,14160,3 génération,Hatchback,2018,30/05/2020,ESSENCE,53548,MANUEL,31000,5,110,<150000km
CITROEN,C1,6910,1 génération [2pi restyling],Hatchback,2014,17/05/2020,ESSENCE,71221,MANUEL,84000,4,68,<150000km
CITROEN,C3,12940,3 génération,Hatchback,2019,08/04/2020,DIESEL,48704,MANUEL,93000,5,99,<50000km
CITROEN,BERLINGO,23670,3 génération,Monospace,2020,08/04/2020,DIESEL,20197,MANUEL,47000,5,102,<50000km
CITROEN,C4,17280,2 génération,Hatchback,2018,08/04/2020,DIESEL,27318,MANUEL,46000,5,95,<50000km
CITROEN,C5 AIRCROSS,27270,1 génération,4x4_SUV,2019,08/04/2020,DIESEL,30495,MANUEL,81000,6,131,<50000km
CITROEN,C5 AIRCROSS,30510,1 génération,4x4_SUV,2020,08/04/2020,DIESEL,14285,AUTOMATIQUE,77000,9,177,<50000km
CITROEN,C4,20040,2 génération [restyling],Berline,2019,08/04/2020,DIESEL,34602,MANUEL,13000,5,114,<50000km
CITROEN,C4,10870,2 génération,Hatchback,2016,13/04/2020,DIESEL,149108,AUTOMATIQUE,13000,6,120,<150000km
CITROEN,C4,18130,2 génération [restyling],Berline,2019,08/04/2020,DIESEL,41451,MANUEL,87000,5,114,<50000km
CITROEN,C3,9610,3 génération,Hatchback,2017,08/04/2020,DIESEL,82215,MANUEL,30000,3,75,<150000km
CITROEN,C3 AIRCROSS,18400,1 génération,Hatchback,2019,26/05/2020,ESSENCE,19125,AUTOMATIQUE,69000,6,110,<50000km
CITROEN,JUMPY,32030,2 génération,Monospace,2020,08/04/2020,DIESEL,8667,MANUEL,43000,8,163,<50000km
CITROEN,C5 AIRCROSS,29520,1 génération,4x4_SUV,2020,08/04/2020,ESSENCE,14256,MANUEL,19000,7,131,<50000km
CITROEN,C4,11880,2 génération [restyling],Berline,2019,28/05/2020,ESSENCE,51851,MANUEL,91000,5,114,<150000km
CITROEN,C3,14730,3 génération,Hatchback,2018,08/04/2020,ESSENCE,29693,MANUEL,36000,4,82,<50000km
CITROEN,C4,23380,2 génération [restyling],Berline,2020,08/04/2020,ESSENCE,6860,AUTOMATIQUE,7000,6,116,<50000km
CITROEN,C3 AIRCROSS,18490,1 génération,Hatchback,2020,08/04/2020,ESSENCE,26923,MANUEL,7000,5,110,<50000km
CITROEN,C4,16250,2 génération [restyling],Berline,2018,12/05/2020,ESSENCE,36917,AUTOMATIQUE,93000,6,114,<50000km
CITROEN,C3,13200,3 génération,Hatchback,2019,08/04/2020,ESSENCE,19997,MANUEL,34000,4,82,<50000km
CITROEN,C3,13630,3 génération,Hatchback,2020,08/04/2020,DIESEL,15226,MANUEL,78000,5,99,<50000km
CITROEN,C3 AIRCROSS,18170,1 génération,Hatchback,2020,08/04/2020,DIESEL,17736,MANUEL,13000,5,99,<50000km
CITROEN,C3 AIRCROSS,27020,1 génération,Hatchback,2020,08/04/2020,DIESEL,3510,AUTOMATIQUE,32000,6,120,<5000km
CITROEN,BERLINGO,28230,3 génération,Monospace,2020,08/04/2020,DIESEL,12,AUTOMATIQUE,77000,7,76,<5000km
CITROEN,C3,13360,3 génération,Hatchback,2020,17/05/2020,ESSENCE,11834,MANUEL,56000,4,82,<50000km
CITROEN,C3 AIRCROSS,15730,1 génération,Hatchback,2020,08/04/2020,ESSENCE,25227,MANUEL,59000,6,110,<50000km
CITROEN,C3 AIRCROSS,20440,1 génération,Hatchback,2019,08/04/2020,ESSENCE,35691,MANUEL,84000,7,131,<50000km
CITROEN,C4,12580,2 génération [restyling],Berline,2018,22/05/2020,ESSENCE,72773,MANUEL,13000,5,114,<150000km
CITROEN,C3,15580,3 génération,Hatchback,2019,19/05/2020,ESSENCE,18690,MANUEL,81000,4,82,<50000km
CITROEN,C4,19360,2 génération [restyling],Berline,2019,08/04/2020,DIESEL,26315,MANUEL,35000,5,114,<50000km
CITROEN,C4,22320,2 génération [restyling],Berline,2020,08/04/2020,DIESEL,16579,AUTOMATIQUE,43000,6,116,<50000km
CITROEN,C5 AIRCROSS,35660,1 génération,4x4_SUV,2020,07/05/2020,DIESEL,11,AUTOMATIQUE,77000,9,177,<5000km
CITROEN,C4,11180,2 génération,Hatchback,2016,06/06/2020,DIESEL,122862,AUTOMATIQUE,77000,4,92,<150000km
CITROEN,C5 AIRCROSS,33020,1 génération,4x4_SUV,2020,08/04/2020,DIESEL,12,AUTOMATIQUE,77000,9,177,<5000km
CITROEN,C4 AIRCROSS,21580,1 génération,4x4_SUV,2018,26/05/2020,DIESEL,25740,MANUEL,34000,6,114,<50000km
CITROEN,DS4,14960,1 génération,Hatchback,2015,07/06/2020,DIESEL,67710,MANUEL,38000,9,163,<150000km
CITROEN,C5 AIRCROSS,38110,1 génération,4x4_SUV,2020,08/04/2020,ESSENCE,615,MANUEL,13000,7,131,<5000km
CITROEN,C4 AIRCROSS,19920,1 génération,4x4_SUV,2018,08/04/2020,DIESEL,28140,MANUEL,18000,6,114,<50000km
CITROEN,C5 AIRCROSS,30640,1 génération,4x4_SUV,2021,30/05/2020,DIESEL,1,MANUEL,42000,6,131,<5000km
CITROEN,C4 AIRCROSS,19820,1 génération,4x4_SUV,2017,03/06/2020,DIESEL,108140,MANUEL,87000,6,114,<150000km
CITROEN,C4,17830,2 génération [restyling],Berline,2020,03/06/2020,ESSENCE,31211,AUTOMATIQUE,63000,6,114,<50000km
CITROEN,C3 AIRCROSS,23420,1 génération,Hatchback,2020,13/04/2020,DIESEL,6051,MANUEL,84000,5,99,<50000km
CITROEN,C3 AIRCROSS,21730,1 génération,Hatchback,2019,28/05/2020,ESSENCE,22574,AUTOMATIQUE,68000,6,110,<50000km
CITROEN,C3,11530,3 génération,Hatchback,2017,15/05/2020,ESSENCE,48290,MANUEL,28000,4,82,<50000km
CITROEN,C4,10590,2 génération,Hatchback,2015,13/04/2020,ESSENCE,51121,MANUEL,40000,6,95,<150000km
CITROEN,BERLINGO,24130,2 génération [2pi restyling],Monospace,2020,08/04/2020,DIESEL,16100,MANUEL,86000,5,90,<50000km
CITROEN,C3 AIRCROSS,17240,1 génération,Hatchback,2020,08/04/2020,ESSENCE,10355,MANUEL,38000,5,82,<50000km
CITROEN,C5 AIRCROSS,33580,1 génération,4x4_SUV,2019,08/04/2020,DIESEL,9428,AUTOMATIQUE,56000,9,177,<50000km
CITROEN,C3 AIRCROSS,15240,1 génération,Hatchback,2019,08/04/2020,DIESEL,44479,MANUEL,37000,5,99,<50000km
CITROEN,C3 AIRCROSS,17380,1 génération,Hatchback,2020,04/06/2020,ESSENCE,20959,MANUEL,78000,5,110,<50000km
CITROEN,C4,15990,2 génération,Berline,2016,08/04/2020,DIESEL,91140,MANUEL,19000,6,120,<150000km
CITROEN,C3 AIRCROSS,22370,1 génération,Hatchback,2019,27/05/2020,DIESEL,21056,MANUEL,84000,5,99,<50000km
CITROEN,C5 AIRCROSS,28640,1 génération,4x4_SUV,2021,30/05/2020,ESSENCE,1,MANUEL,42000,7,131,<5000km
CITROEN,C4,12610,2 génération,Hatchback,2016,08/04/2020,ESSENCE,85962,MANUEL,46000,5,110,<150000km
CITROEN,C3,12970,3 génération,Hatchback,2019,08/04/2020,ESSENCE,21080,MANUEL,34000,4,82,<50000km
CITROEN,C4,12850,2 génération,Hatchback,2017,12/05/2020,DIESEL,120349,MANUEL,47000,5,95,<150000km
CITROEN,C3 AIRCROSS,25520,1 génération,Hatchback,2021,01/05/2020,DIESEL,12,AUTOMATIQUE,30000,6,120,<5000km
CITROEN,C4,13880,2 génération [restyling],Berline,2019,05/06/2020,DIESEL,45120,MANUEL,91000,5,114,<50000km
CITROEN,C1,11340,2 génération,Hatchback,2020,08/04/2020,ESSENCE,23,MANUEL,32000,3,69,<5000km
CITROEN,DS3,10600,1 génération,Hatchback,2012,02/06/2020,ESSENCE,65000,MANUEL,36000,5,95,<150000km
CITROEN,C3,17910,3 génération,Hatchback,2020,21/05/2020,ESSENCE,22261,MANUEL,38000,5,110,<50000km
CITROEN,C4,12800,2 génération [restyling],Berline,2016,08/04/2020,DIESEL,79672,MANUEL,26000,5,114,<150000km
CITROEN,C3,9750,3 génération,Hatchback,2016,26/04/2020,ESSENCE,41200,MANUEL,51000,4,82,<50000km
CITROEN,C5 AIRCROSS,28040,1 génération,4x4_SUV,2021,11/05/2020,DIESEL,1,MANUEL,42000,6,131,<5000km
CITROEN,C3,17100,3 génération,Hatchback,2020,08/04/2020,DIESEL,7182,MANUEL,93000,5,99,<50000km
CITROEN,BERLINGO,16150,2 génération [2pi restyling],Monospace,2018,05/06/2020,DIESEL,16667,MANUEL,75000,5,90,<50000km
CITROEN,C3,3550,1 génération,Hatchback,2007,08/04/2020,DIESEL,261915,MANUEL,30000,6,109,250000+km
CITROEN,C5,5080,2 génération,Break,2011,14/04/2020,DIESEL,206790,AUTOMATIQUE,26000,10,163,<250000km
CITROEN,C3,3590,1 génération,Hatchback,2006,31/05/2020,ESSENCE,128760,MANUEL,84000,5,75,<150000km
CITROEN,C4,11120,2 génération [restyling],Berline,2018,05/06/2020,ESSENCE,43496,MANUEL,92000,6,114,<50000km
CITROEN,C3 AIRCROSS,20220,1 génération,Hatchback,2020,08/04/2020,DIESEL,8927,MANUEL,94000,5,99,<50000km
CITROEN,C5,5740,2 génération,Break,2011,15/05/2020,DIESEL,193520,MANUEL,66000,6,109,<250000km
CITROEN,C3 AIRCROSS,19720,1 génération,Hatchback,2019,31/05/2020,ESSENCE,21235,AUTOMATIQUE,57000,6,110,<50000km
CITROEN,C3 AIRCROSS,21520,1 génération,Hatchback,2020,07/06/2020,ESSENCE,10395,AUTOMATIQUE,76000,6,110,<50000km
CITROEN,C3,9940,2 génération [restyling],Hatchback,2016,12/05/2020,ESSENCE,85539,AUTOMATIQUE,94000,4,82,<150000km
CITROEN,C1,12180,2 génération,Hatchback,2020,12/05/2020,ESSENCE,2806,MANUEL,42000,4,69,<5000km
CITROEN,DS5,16000,1 génération,Hatchback,2016,11/05/2020,DIESEL,124120,AUTOMATIQUE,22000,9,163,<150000km
CITROEN,C1,4180,1 génération [restyling],Hatchback,2012,08/04/2020,ESSENCE,137500,MANUEL,95000,4,68,<150000km
CITROEN,C3,17540,3 génération,Hatchback,2018,28/05/2020,ESSENCE,56870,AUTOMATIQUE,72000,6,110,<150000km
CITROEN,C4 AIRCROSS,9430,1 génération,4x4_SUV,2015,01/06/2020,DIESEL,127200,MANUEL,13000,6,114,<150000km
CITROEN,C4,19380,2 génération [restyling],Berline,2020,05/06/2020,ESSENCE,14820,AUTOMATIQUE,18000,6,114,<50000km
CITROEN,C3 AIRCROSS,14490,1 génération,Hatchback,2019,01/06/2020,ESSENCE,37120,MANUEL,57000,4,82,<50000km
CITROEN,BERLINGO,13320,2 génération [restyling],Monospace,2014,05/06/2020,DIESEL,138567,AUTOMATIQUE,91000,5,92,<150000km
CITROEN,C4,5740,1 génération,Hatchback,2007,31/05/2020,DIESEL,84579,MANUEL,75000,7,136,<150000km
CITROEN,C4,9930,2 génération,Hatchback,2016,07/05/2020,DIESEL,124605,MANUEL,24000,5,92,<150000km
CITROEN,C3,15180,3 génération,Hatchback,2020,03/06/2020,ESSENCE,21742,AUTOMATIQUE,35000,6,110,<50000km
CITROEN,SPACETOURER,29230,1 génération,Monospace,2019,15/04/2020,DIESEL,58309,MANUEL,56000,8,150,<150000km
CITROEN,C3,14260,3 génération,Hatchback,2018,08/04/2020,ESSENCE,40842,MANUEL,40000,4,82,<50000km
CITROEN,C3,16570,2 génération [restyling],Hatchback,2020,08/04/2020,DIESEL,22659,MANUEL,50000,5,95,<50000km
CITROEN,C3 AIRCROSS,16500,1 génération,Hatchback,2020,14/05/2020,ESSENCE,8223,MANUEL,77000,5,82,<50000km
CITROEN,C3,16780,3 génération,Hatchback,2021,08/04/2020,ESSENCE,3210,MANUEL,92000,6,110,<5000km
CITROEN,C2,6140,1 génération [restyling],Hatchback,2009,05/05/2020,ESSENCE,18290,AUTOMATIQUE,51000,5,75,<50000km
CITROEN,C4,12700,2 génération,Hatchback,2017,08/04/2020,DIESEL,34663,MANUEL,63000,5,95,<50000km
CITROEN,C3 AIRCROSS,14800,1 génération,Hatchback,2018,08/04/2020,ESSENCE,34471,MANUEL,78000,4,82,<50000km
CITROEN,BERLINGO,21830,3 génération,Monospace,2021,08/05/2020,DIESEL,6,MANUEL,84000,4,76,<5000km
CITROEN,C3,11530,3 génération,Hatchback,2019,21/04/2020,ESSENCE,52223,MANUEL,4000,5,110,<150000km
CITROEN,BERLINGO,14830,2 génération [2pi restyling],Monospace,2017,08/04/2020,DIESEL,64790,MANUEL,11000,5,90,<150000km
CITROEN,DS3,13070,1 génération,Hatchback,2014,08/04/2020,ESSENCE,42245,AUTOMATIQUE,67000,7,120,<50000km
CITROEN,C3,18100,3 génération,Hatchback,2020,08/04/2020,ESSENCE,28640,MANUEL,40000,4,82,<50000km
CITROEN,C3,9430,3 génération,Hatchback,2018,27/05/2020,ESSENCE,41899,MANUEL,78000,4,68,<50000km
CITROEN,C3,22430,3 génération,Hatchback,2020,08/04/2020,ESSENCE,20790,AUTOMATIQUE,40000,6,110,<50000km
CITROEN,C1,4380,1 génération [restyling],Hatchback,2011,24/05/2020,ESSENCE,160214,MANUEL,28000,4,68,<250000km
CITROEN,C1,11770,2 génération,Hatchback,2019,19/05/2020,ESSENCE,23842,MANUEL,72000,4,69,<50000km
CITROEN,C4 SPACETOURER,28330,1 génération,Monospace,2020,08/04/2020,DIESEL,7,MANUEL,56000,6,120,<5000km
CITROEN,C4,17100,2 génération [restyling],Berline,2020,05/06/2020,ESSENCE,24417,AUTOMATIQUE,59000,6,114,<50000km
CITROEN,C5 AIRCROSS,39980,1 génération,4x4_SUV,2020,30/05/2020,DIESEL,17910,AUTOMATIQUE,61000,9,177,<50000km
CITROEN,C4,8220,2 génération,Hatchback,2013,19/05/2020,DIESEL,116235,MANUEL,27000,5,92,<150000km
CITROEN,C4,13670,2 génération,Hatchback,2016,08/04/2020,DIESEL,136424,MANUEL,61000,6,120,<150000km
CITROEN,C3 PICASSO,9350,1 génération [restyling],Monospace,2014,13/04/2020,DIESEL,149981,MANUEL,95000,5,95,<150000km
CITROEN,C3,10240,3 génération,Hatchback,2018,28/05/2020,ESSENCE,46980,MANUEL,37000,4,82,<50000km
CITROEN,C3 AIRCROSS,16660,1 génération,Hatchback,2019,08/04/2020,ESSENCE,27133,MANUEL,82000,4,82,<50000km
CITROEN,C4,17400,2 génération,Hatchback,2019,18/05/2020,DIESEL,66451,AUTOMATIQUE,45000,6,120,<150000km
CITROEN,C4,13890,2 génération [restyling],Berline,2018,24/05/2020,ESSENCE,40125,MANUEL,87000,5,114,<50000km
CITROEN,C4,12740,2 génération [restyling],Berline,2018,08/04/2020,DIESEL,100354,MANUEL,56000,5,114,<150000km
CITROEN,C4,12610,2 génération,Hatchback,2017,08/04/2020,DIESEL,77396,MANUEL,84000,5,95,<150000km
CITROEN,C3,13710,3 génération,Hatchback,2019,29/05/2020,DIESEL,22154,MANUEL,7000,4,75,<50000km
CITROEN,C3,9160,2 génération [restyling],Hatchback,2015,08/04/2020,DIESEL,98138,MANUEL,6000,4,68,<150000km
CITROEN,C5 AIRCROSS,38830,1 génération,4x4_SUV,2019,08/04/2020,DIESEL,23784,AUTOMATIQUE,56000,9,177,<50000km
CITROEN,C3 AIRCROSS,17160,1 génération,Hatchback,2019,08/04/2020,ESSENCE,44099,MANUEL,40000,6,110,<50000km
CITROEN,DS5,14700,1 génération,Hatchback,2015,03/06/2020,DIESEL,145645,MANUEL,22000,6,112,<150000km
CITROEN,C4,16420,2 génération,Hatchback,2016,05/05/2020,DIESEL,42000,AUTOMATIQUE,72000,6,120,<50000km
CITROEN,C1,12990,2 génération,Hatchback,2021,01/05/2020,ESSENCE,11,MANUEL,30000,4,69,<5000km
CITROEN,C3 AIRCROSS,21260,1 génération,Hatchback,2019,08/04/2020,ESSENCE,13595,AUTOMATIQUE,47000,6,110,<50000km
CITROEN,C3 AIRCROSS,18860,1 génération,Hatchback,2021,05/06/2020,ESSENCE,12,MANUEL,77000,6,110,<5000km
CITROEN,C3,13730,3 génération,Hatchback,2018,08/04/2020,ESSENCE,25248,MANUEL,27000,4,82,<50000km
CITROEN,C4 SPACETOURER,27350,1 génération,Monospace,2020,14/05/2020,DIESEL,30038,MANUEL,56000,6,120,<50000km
CITROEN,C4 SPACETOURER,20500,1 génération,Monospace,2020,08/04/2020,ESSENCE,2808,MANUEL,31000,7,120,<5000km
CITROEN,C3,13320,3 génération,Hatchback,2018,08/04/2020,ESSENCE,18786,MANUEL,22000,4,82,<50000km
CITROEN,C8,6340,2 génération,Monospace,2006,03/06/2020,ESSENCE,177550,AUTOMATIQUE,78000,14,210,<250000km
CITROEN,C3,17270,3 génération,Hatchback,2021,06/06/2020,ESSENCE,2260,MANUEL,13000,4,82,<5000km
CITROEN,BERLINGO,30730,3 génération,Monospace,2020,07/06/2020,DIESEL,8760,MANUEL,40000,7,130,<50000km
CITROEN,C4 SPACETOURER,24760,1 génération,Monospace,2020,13/04/2020,DIESEL,32515,MANUEL,56000,6,120,<50000km
CITROEN,C1,9870,2 génération,Hatchback,2015,16/05/2020,ESSENCE,14300,AUTOMATIQUE,6000,4,69,<50000km
CITROEN,C3 AIRCROSS,19360,1 génération,Hatchback,2020,08/04/2020,ESSENCE,8208,MANUEL,63000,5,110,<50000km
CITROEN,C3 AIRCROSS,18360,1 génération,Hatchback,2020,08/04/2020,ESSENCE,15285,MANUEL,22000,5,82,<50000km
CITROEN,C3,12700,3 génération,Hatchback,2019,08/04/2020,DIESEL,45832,MANUEL,56000,5,99,<50000km
CITROEN,C4,16980,2 génération [restyling],Berline,2020,08/04/2020,ESSENCE,17695,MANUEL,33000,5,114,<50000km
CITROEN,C5,11480,2 génération,Break,2016,28/05/2020,DIESEL,168484,AUTOMATIQUE,78000,9,163,<250000km
CITROEN,C3 AIRCROSS,14820,1 génération,Hatchback,2019,13/04/2020,ESSENCE,5289,MANUEL,28000,5,82,<50000km
CITROEN,C3,14240,3 génération,Hatchback,2018,27/05/2020,ESSENCE,26960,MANUEL,84000,4,82,<50000km
CITROEN,C4,16120,2 génération,Hatchback,2019,08/04/2020,ESSENCE,29883,MANUEL,84000,4,82,<50000km
CITROEN,C3,11280,3 génération,Hatchback,2018,08/04/2020,ESSENCE,29535,MANUEL,56000,4,82,<50000km
CITROEN,C3,10750,3 génération,Hatchback,2018,08/04/2020,DIESEL,110413,MANUEL,42000,4,75,<150000km
CITROEN,BERLINGO,18790,3 génération,Monospace,2020,06/06/2020,ESSENCE,24050,MANUEL,45000,6,110,<50000km
CITROEN,C3,11580,3 génération,Hatchback,2018,19/05/2020,DIESEL,111150,MANUEL,31000,4,75,<150000km
CITROEN,C4,18240,2 génération [restyling],Berline,2019,04/06/2020,ESSENCE,26261,MANUEL,61000,7,116,<50000km
CITROEN,C3,18110,3 génération,Hatchback,2019,08/04/2020,DIESEL,31086,MANUEL,2000,5,99,<50000km
CITROEN,C4,8920,2 génération,Hatchback,2013,21/05/2020,DIESEL,95550,AUTOMATIQUE,42000,5,114,<150000km
CITROEN,C3,15070,3 génération,Hatchback,2018,08/04/2020,ESSENCE,49880,AUTOMATIQUE,95000,6,110,<50000km
CITROEN,C5 AIRCROSS,38140,1 génération,4x4_SUV,2019,28/05/2020,DIESEL,14681,AUTOMATIQUE,50000,9,177,<50000km
CITROEN,C3,19770,3 génération,Hatchback,2020,07/06/2020,ESSENCE,17355,AUTOMATIQUE,82000,6,110,<50000km
CITROEN,C3,12850,3 génération,Hatchback,2018,08/04/2020,DIESEL,82999,MANUEL,2000,4,75,<150000km
CITROEN,C3,6840,2 génération [restyling],Hatchback,2016,08/04/2020,DIESEL,166158,MANUEL,9000,4,68,<250000km
CITROEN,C3,13630,3 génération,Hatchback,2019,08/04/2020,DIESEL,60982,MANUEL,87000,5,99,<150000km
CITROEN,BERLINGO,24280,3 génération,Monospace,2020,23/05/2020,ESSENCE,27171,MANUEL,59000,6,110,<50000km
CITROEN,C4,11010,2 génération,Hatchback,2016,08/04/2020,DIESEL,105774,MANUEL,7000,4,95,<150000km
CITROEN,C3 PICASSO,8620,1 génération [restyling],Monospace,2017,08/04/2020,DIESEL,163080,MANUEL,72000,5,95,<250000km
CITROEN,C4,16940,2 génération [restyling],Berline,2020,05/06/2020,DIESEL,15364,MANUEL,2000,5,114,<50000km
CITROEN,C3,15980,2 génération [restyling],Hatchback,2019,08/04/2020,DIESEL,21099,MANUEL,61000,5,95,<50000km
CITROEN,C3,19260,3 génération,Hatchback,2019,08/04/2020,DIESEL,11535,MANUEL,40000,5,99,<50000km
CITROEN,C1,12080,2 génération,Hatchback,2020,29/05/2020,ESSENCE,10505,MANUEL,63000,4,69,<50000km
CITROEN,C3,16780,3 génération,Hatchback,2020,04/06/2020,ESSENCE,13763,MANUEL,95000,5,110,<50000km
CITROEN,C4 SPACETOURER,25090,1 génération,Monospace,2019,07/05/2020,DIESEL,61498,AUTOMATIQUE,47000,8,150,<150000km
CITROEN,C3,14980,3 génération,Hatchback,2020,08/04/2020,ESSENCE,8595,MANUEL,13000,4,82,<50000km
CITROEN,C3 AIRCROSS,14480,1 génération,Hatchback,2019,08/04/2020,DIESEL,57833,MANUEL,35000,5,99,<150000km
CITROEN,C3,16130,3 génération,Hatchback,2021,08/04/2020,ESSENCE,12,MANUEL,33000,4,68,<5000km
CITROEN,C1,10960,2 génération,Hatchback,2016,08/04/2020,ESSENCE,53404,MANUEL,77000,4,69,<150000km
CITROEN,C3 AIRCROSS,19550,1 génération,Hatchback,2019,08/04/2020,ESSENCE,17751,MANUEL,19000,6,110,<50000km
CITROEN,C1,11820,2 génération,Hatchback,2021,13/04/2020,ESSENCE,11,MANUEL,30000,4,69,<5000km
CITROEN,C3,19340,3 génération,Hatchback,2020,07/05/2020,ESSENCE,21171,AUTOMATIQUE,33000,6,110,<50000km
CITROEN,C3,12580,3 génération,Hatchback,2018,08/04/2020,ESSENCE,31486,MANUEL,95000,4,82,<50000km
CITROEN,C3,15650,3 génération,Hatchback,2020,08/04/2020,ESSENCE,21745,MANUEL,72000,4,82,<50000km
CITROEN,C5 AIRCROSS,33460,1 génération,4x4_SUV,2020,08/04/2020,DIESEL,27900,MANUEL,2000,6,131,<50000km
CITROEN,C3,10870,3 génération,Hatchback,2017,20/05/2020,ESSENCE,51775,MANUEL,27000,4,82,<150000km
CITROEN,C3 AIRCROSS,20110,1 génération,Hatchback,2020,08/04/2020,ESSENCE,20080,MANUEL,47000,5,110,<50000km
CITROEN,C3,10580,3 génération,Hatchback,2019,12/05/2020,ESSENCE,42138,MANUEL,13000,4,68,<50000km
