dates,120 cv,100 cv,150 cv,104 cv
2019-04-01,15990.0,12980.0,15690.0,12490.0
2019-09-01,15490.0,14390.0,19500.0,12900.0
2020-01-01,13906.666666666666,13447.5,15990.0,13900.0
2020-02-01,,15665.0,16900.0,15634.285714285714
2020-03-01,,14960.0,15408.57142857143,14914.0
2020-05-01,,13490.0,,13952.727272727272
2020-06-01,,15965.9,,
2020-07-01,,15008.57142857143,,
