dates,245 cv,204 cv,184 cv,243 cv,313 cv,258 cv,218 cv,272 cv
2020-04-01,15570.0,14696.666666666666,14946.666666666666,10270.0,26490.0,20880.0,14385.0,17530.0
2020-05-01,15840.0,11455.0,15530.0,11150.0,24740.0,21585.0,,
2020-06-01,,,15790.0,,,,,
