dates,101 cv,65 cv,150 cv,90 cv,100 cv,120 cv,60 cv,75 cv,68 cv
2020-05-01,766.6666666666666,1500.0,3990.0,2990.0,1575.0,5200.0,450.0,700.0,2500.0
2020-06-01,,2290.0,,,,,,,
