dates,120 cv,200 cv,165 cv,190 cv
2018-10-01,8990.0,4800.0,6990.0,6950.0
2020-05-01,7254.75,7400.0,9000.0,7000.0
2020-06-01,5928.888888888889,,,5990.0
2020-07-01,6213.75,,,
