dates,120 cv,107 cv,112 cv,89 cv
2019-06-01,6490.0,5490.0,5000.0,10490.0
2020-03-01,10360.0,6340.0,,7990.0
2020-05-01,,,,2845.0
2020-06-01,,,,7425.0
2020-07-01,,,,6900.0
