dates,49 cv,75 cv,88 cv,130 cv,55 cv,95 cv,64 cv,80 cv
2020-05-01,841.6666666666666,1100.0,375.0,700.0,2000.0,4900.0,600.0,550.0
2020-06-01,1306.6666666666667,1.0,1500.0,,250.0,,,1800.0
