dates,70 cv,50 cv,60 cv,64 cv,101 cv,68 cv,75 cv,115 cv,54 cv
2020-06-01,900.0,1800.0,1400.0,3845.0,2900.0,2093.3333333333335,3300.0,2800.0,990.0
2020-07-01,1000.0,1120.0,,1360.0,1936.0,2040.0,,1550.0,
