dates,102 cv,170 cv,130 cv,150 cv,220 cv,163 cv,193 cv,100 cv,101 cv,165 cv
2020-03-01,6750.0,4670.0,6140.0,6155.0,9300.0,4495.0,2550.0,4500.0,2200.0,5490.0
2020-05-01,2990.0,4000.0,3670.0,2795.0,3700.0,,,5990.0,,
2020-06-01,,,3996.6666666666665,3500.0,7400.0,,,5225.0,,
2020-07-01,,,2832.5,3000.0,,,,,,
