dates,140 cv,170 cv,325 cv,163 cv,110 cv,120 cv,130 cv,195 cv
2019-08-01,12690.0,17363.333333333332,26615.0,11500.0,8995.0,11450.0,9357.5,14500.0
2019-12-01,14550.0,17905.0,,11200.0,13500.0,12200.0,,14900.0
2020-01-01,13490.0,17147.14285714286,,11945.0,,,,
2020-02-01,12489.0,12700.0,,,,,,
2020-03-01,13735.0,,,,,,,
2020-05-01,11700.0,,,,,,,
2020-06-01,11411.666666666666,,,,,,,
2020-07-01,12887.5,,,,,,,
