dates,258 cv,190 cv,150 cv,252 cv,326 cv,116 cv,313 cv,163 cv,184 cv,218 cv,249 cv,136 cv
2020-04-01,34101.11111111111,27272.222222222223,24950.0,33910.0,60013.333333333336,21820.0,41800.0,20325.0,24920.0,35540.0,27830.0,27350.0
2020-05-01,34783.0,29872.5,22166.0,31802.85714285714,45868.0,19876.0,43680.0,21140.0,25480.0,,26290.0,
2020-06-01,34347.142857142855,26421.666666666668,24465.0,32595.0,44176.666666666664,21420.0,,,22480.0,,,
