dates,240 cv,265 cv,180 cv,170 cv,211 cv
2020-03-01,18690.0,18300.0,13886.666666666666,16836.666666666668,16480.0
2020-04-01,20463.333333333332,,,,
2020-05-01,16800.0,,,,
