dates,132 cv,99 cv,90 cv,108 cv,124 cv
2020-04-01,18650.0,13070.0,9340.0,13935.0,10573.333333333334
2020-05-01,17433.333333333332,,10302.857142857143,,
2020-06-01,19142.727272727272,,,,
