dates,65 cv,75 cv,150 cv,100 cv,130 cv,90 cv
2019-11-01,12835.0,11990.0,15499.0,18990.0,21990.0,14490.0
2019-12-01,18129.666666666668,14000.0,,20999.0,22710.0,
2020-01-01,18158.428571428572,15162.5,,21500.0,25220.0,
2020-02-01,20489.666666666668,,,21200.0,31900.0,
2020-03-01,23208.125,,,20322.85714285714,34070.0,
2020-04-01,18638.0,,,19975.235294117647,25892.875,
2020-05-01,19250.0,,,19734.45,26374.666666666668,
2020-06-01,15059.25,,,,,
2020-07-01,21001.272727272728,,,,,
