dates,70 cv,60 cv,68 cv,80 cv,100 cv,95 cv,50 cv,75 cv,109 cv,59 cv,90 cv
2020-05-01,1945.0,850.0,2257.6,1634.142857142857,1500.0,1000.0,800.0,1499.0,2700.0,3500.0,550.0
2020-06-01,1983.3333333333333,1595.5454545454545,1695.3846153846155,,,,1180.0,650.0,4000.0,,
