dates,250 cv,155 cv,140 cv,136 cv,120 cv,150 cv,105 cv,110 cv,175 cv,115 cv
2020-05-01,300.0,450.0,850.0,1000.0,1700.0,2000.0,1250.0,1000.0,600.0,1045.0
2020-06-01,,,1189.75,1166.6666666666667,750.0,798.0,987.75,2200.0,,
2020-07-01,,,1100.0,665.0,1000.0,,,,,
