dates,143 cv,184 cv,163 cv,245 cv,177 cv,204 cv,197 cv,286 cv
2020-04-01,11867.142857142857,14750.0,15730.0,14572.5,11210.0,20620.0,13110.0,14750.0
2020-05-01,9404.285714285714,15955.0,8270.0,13783.333333333334,12325.0,14020.0,,
2020-06-01,11150.0,,,,,,,
