dates,245 cv,143 cv,306 cv,272 cv,184 cv,163 cv,177 cv,156 cv,218 cv
2020-05-01,22580.0,12836.666666666666,35545.0,17900.0,16020.0,18420.0,11750.0,10850.0,19600.0
2020-06-01,23480.0,13750.0,23520.0,18210.0,15626.666666666666,,,,
2020-07-01,16515.0,9700.0,22850.0,,17966.666666666668,,,,
